Year,Births_Sum,Births_Count,Births_Mean,Births_Min,Births_Max,Births_Var,Births_Std,Births_Mode,Births_Kurt,Deaths_Sum,Deaths_Count,Deaths_Mean,Deaths_Min,Deaths_Max,Deaths_Var,Deaths_Std,Deaths_Mode,Deaths_Kurt
2086,804008861,253,3177900.6363636362,13,117028430,196227485612060.0,14008122.130109375,24,40.748042051967815,802851560,253,3173326.324110672,20,119206460,193156040122820.03,13898058.861683527,41,40.431403891520496
2087,800053590,253,3162267.1541501977,13,116442230,194327532347807.8,13940141.044760194,No Mode,40.74795951502218,805049177,253,3182012.557312253,21,119458180,194201715479454.66,13935627.559584629,No Mode,40.435875903332864
2088,796306313,253,3147455.782608696,13,115886480,192527193491750.25,13875416.87632304,23,40.74889699086841,807064165,253,3189976.936758893,19,119684150,195163326774612.06,13970086.85637323,41,40.440977253985
2089,792633865,253,3132940.177865613,13,115345020,190757518403468.28,13811499.498731783,23,40.74991900001814,809120540,253,3198104.9011857705,19,119919840,196146489013678.2,14005230.773310313,38,40.44587147796015
2090,788941665,253,3118346.5019762847,13,114804560,188968675609505.4,13746587.780591423,23,40.75243753669585,811009273,253,3205570.249011858,19,120136080,197023318024738.75,14036499.493276048,No Mode,40.45521365677776
2091,785380644,253,3104271.3201581025,13,114283304,187260994804412.72,13684333.91891665,22,40.754255228964965,812904395,253,3213060.8498023716,20,120358536,197892918270243.12,14067441.781299226,38,40.46568937643761
2092,781869162,253,3090391.9446640317,13,113772580,185556535138622.34,13621913.783996077,22,40.75821612361867,814903129,253,3220960.984189723,18,120604024,198804840066075.3,14099817.02243243,No Mode,40.477724344474936
2093,778346667,253,3076469.039525692,13,113262380,183847123320040.16,13559023.686093338,22,40.76346961118536,817041250,253,3229412.0553359683,19,120878420,199770415739912.78,14134016.263607198,39,40.49164599754235
2094,774942848,253,3063015.209486166,13,112772536,182194296264763.25,13497936.741026876,22,40.768260296662895,819151413,253,3237752.62055336,19,121154320,200708393596447.53,14167158.981124181,39,40.50665052912477
2095,771516738,253,3049473.272727273,13,112282190,180518439815880.5,13435715.083905304,22,40.774665770159345,821433146,253,3246771.328063241,20,121464650,201724171610978.34,14202963.479886102,No Mode,40.52241957398341
2096,768346723,253,3036943.5691699605,13,111830664,178975036940990.44,13378155.214415418,22,40.77954520622355,823539144,253,3255095.4308300395,20,121753740,202625038350840.72,14234642.192582177,43,40.54116269244012
2097,765281566,253,3024828.324110672,13,111397100,177468054315708.47,13321713.640358303,46,40.78597724281414,825844685,253,3264208.2411067192,21,122077250,203634405388712.6,14270052.746528745,352,40.55917555573887
2098,762060141,253,3012095.418972332,13,110941160,175897176633411.12,13262623.293806212,246,40.79383143345648,827979948,253,3272648.015810277,22,122379900,204545073363892.4,14301925.512457838,159,40.578973492191594
2099,758943764,253,2999777.723320158,13,110500820,174374899558782.06,13205108.843125151,22,40.801223942845795,829971241,253,3280518.7391304346,22,122663590,205379619831724.84,14331071.831224797,169,40.59908966908044
2100,755608102,253,2986593.2885375493,13,110028470,172763118022548.53,13143938.451717908,22,40.80986262005115,831801277,253,3287752.0830039526,24,122922344,206152588520102.38,14358014.783391971,No Mode,40.618242138307984
