Entity,Births_Sum,Births_Count,Births_Mean,Births_Min,Births_Max,Births_Var,Births_Std,Births_Mode,Births_Kurt,Deaths_Sum,Deaths_Count,Deaths_Mean,Deaths_Min,Deaths_Max,Deaths_Var,Deaths_Std,Deaths_Mode,Deaths_Kurt
Less developed regions,17145275642,151,113544871.8013245,72897420,132140030,166257500999431.38,12894087.831228364,No Mode,1.1218363295130187,9472311226,151,62730537.9205298,36780584,108827680,683569229123971.2,26145156.896143716,No Mode,-1.3114908588685985
"Less developed regions, excluding China",15054628154,151,99699524.1986755,50174310,115069320,296763631595422.4,17226828.831663195,No Mode,0.9480293917398646,7497545216,151,49652617.32450331,25861180,94928140,528722266143976.6,22993961.51479724,No Mode,-1.0209258081986112
"Less developed regions, excluding least developed countries",12277197888,151,81305946.2781457,57893064,105800860,173680726110583.0,13178798.35609389,No Mode,-1.16771553813794,7632835872,151,50548581.93377484,29578624,80577704,393240404172880.56,19830290.067794785,No Mode,-1.5360571709082613
Liberia,22020283,151,145829.68874172185,40283,193790,2598337220.589137,50973.88763464228,No Mode,-0.9936256465477182,9868509,151,65354.3642384106,22729,148234,1267451473.4064467,35601.284715673486,No Mode,-0.279201800175894
Libya,16788083,151,111179.35761589404,55562,157980,459242370.48459154,21429.940981827072,104763,0.2541871606522337,8472778,151,56111.112582781454,20278,116712,1034230707.7272414,32159.457516059585,No Mode,-1.2893740149319963
Liechtenstein,55360,151,366.6225165562914,294,428,552.5165562913907,23.505670726260732,371,2.817858783473036,48693,151,322.4701986754967,120,530,22925.30410596026,151.41104354029218,135,-1.7266758940114777
Lithuania,4421726,151,29282.953642384105,7407,63005,349086221.1245027,18683.84920524951,No Mode,-1.3503828491898868,5150098,151,34106.60927152318,21432,46698,44026107.62631343,6635.217225254455,No Mode,-1.0146965408283095
Low-income countries,3343695381,151,22143678.01986755,5245287,32145966,93309354246861.97,9659676.715442497,No Mode,-1.385323778901221,1214419565,151,8042513.675496689,3082876,20446878,23791363995669.406,4877639.182603548,No Mode,0.04007597721097911
Lower-middle-income countries,8881887062,151,58820444.119205296,31290254,69278110,91726739301473.22,9577407.754787995,No Mode,0.7892886415733753,4612621937,151,30547165.145695366,16572381,56119684,175531153831563.53,13248817.072914982,No Mode,-1.019157085705943
Luxembourg,881803,151,5839.754966887417,3778,6948,880999.5862251624,938.6157820030315,4899,-0.8986389165174189,922756,151,6110.9668874172185,3548,9800,5601483.552229585,2366.745350102031,3686,-1.5741156036297974
Macao,588625,151,3898.17880794702,779,9360,3973105.2544812425,1993.2649734747367,2049,-0.23612258228076888,756302,151,5008.622516556291,1242,10407,11140291.929889621,3337.7075860371024,1702,-1.5579763248048308
Madagascar,132245774,151,875799.8278145696,196927,1272742,148961299535.65005,385955.0485945871,No Mode,-1.3334525597761828,49732395,151,329353.6092715232,96831,834284,48215434089.27967,219580.13136274344,No Mode,-0.5362024981923423
Malawi,90366032,151,598450.5430463576,145952,825586,52827927096.036415,229843.26637088243,824833,-1.0267886837053224,33887210,151,224418.60927152316,95416,547326,15938997929.986311,126249.74427691453,No Mode,0.1945123687870387
Malaysia,63882826,151,423065.0728476821,272659,543569,3380387035.387988,58141.095925240246,No Mode,-0.21379143367853048,39720182,151,263047.5629139073,71430,564697,33842839517.514362,183964.2343432939,No Mode,-1.3322823900537857
Maldives,840878,151,5568.728476821192,3021,9340,2044500.479116997,1429.8603005598125,4221,0.40821981053042533,540964,151,3582.543046357616,1123,9362,7053308.503134662,2655.8065635762446,1187,-0.4481806378502622
Mali,131354565,151,869897.7814569536,244036,1324515,169218390053.13196,411361.6292912259,No Mode,-1.6307318594823004,46560397,151,308347.0,170856,776537,28852723723.226673,169860.8952149572,No Mode,0.5899931330722903
Malta,658624,151,4361.748344370861,2237,9474,3310998.69624724,1819.6149857173743,2589,0.7941194290256379,720271,151,4770.0066225165565,2723,7717,3028026.3666225136,1740.1225148312155,3034,-1.5147757962979613
Marshall Islands,131849,151,873.1721854304636,263,1941,339254.3034878589,582.4554090124487,370,-0.9688746156183616,41291,151,273.4503311258278,196,347,1752.2891832229593,41.860353357597916,232,-0.911610812101117
Martinique,696899,151,4615.225165562914,1802,10844,7671868.8156291265,2769.8138593828153,2239,-0.2852345099106506,491238,151,3253.2317880794703,2149,5227,670290.7925827813,818.7128877590612,2539,-0.8142614271761959
Mauritania,24137378,151,159850.18543046358,28308,251170,6606101536.765389,81277.92773419725,No Mode,-1.5510437481965018,6461724,151,42792.87417218543,15229,124825,901030666.6573949,30017.17286250314,No Mode,0.4163850765996475
Mauritius,2035789,151,13482.046357615895,3719,28052,58565953.68450323,7652.839583089614,No Mode,-1.4325607596387593,1695736,151,11230.039735099337,6197,15969,13731632.251743948,3705.621709206695,15969,-1.6889586284154599
Mayotte,1618659,151,10719.596026490066,1044,20011,48667712.30905078,6976.224789171489,5812,-1.567399232024779,277462,151,1837.4966887417218,258,7402,3674138.184988963,1916.804159268485,259,0.3701885134860077
Mexico,277671330,151,1838882.9801324503,1098210,2478574,195685838565.4465,442363.92095812527,No Mode,-1.398164166598405,152419783,151,1009402.536423841,461670,1811870,250388308341.83728,500388.15767545626,No Mode,-1.4420059606774458
Micronesia (country),353660,151,2342.119205298013,1408,3602,445973.58569536364,667.8125378392979,1658,-0.8788146729645083,147099,151,974.1655629139073,561,1608,117658.65907284783,343.0140799921307,562,-1.042994518665263
Moldova,6770992,151,44841.00662251656,12589,101892,789216656.0332897,28093.000125178685,18313,-1.2248484842194634,5748094,151,38066.84768211921,24049,52770,57488410.76997782,7582.111234344813,No Mode,-0.5781345295698674
Monaco,61595,151,407.9139072847682,335,504,2118.492538631348,46.027084837423146,397,-0.6865462537772808,65821,151,435.9006622516556,284,937,18679.95673289183,136.6746382211851,332,2.592467452916087
Mongolia,9198020,151,60914.03973509934,31712,78749,102157458.37174417,10107.297283237698,No Mode,0.7545386987187768,4416460,151,29248.079470198674,17270,54014,112037968.27364235,10584.79892457303,No Mode,-0.9909195285332855
Montenegro,1105311,151,7319.940397350993,2460,14948,12371574.50975717,3517.324908187637,No Mode,-0.9741006724683507,902173,151,5974.6556291390725,3787,9135,1469154.0672847661,1212.0866583230616,7282,-1.0108497889764338
Montserrat,17221,151,114.04635761589404,21,455,17076.377836644613,130.67661549276752,26,0.32433221585526084,12405,151,82.1523178807947,35,266,3051.0499779249444,55.23631032142665,51,1.4925387276294053
More developed regions,1990373989,151,13181284.695364239,10306171,19020788,7617133651656.715,2759915.5153114223,No Mode,-0.7243593517420353,1961143023,151,12987702.139072848,8280002,16044184,6096543024042.44,2469117.8635379965,No Mode,-1.0993934736608864
Morocco,85914335,151,568969.1059602649,333713,788048,15662271558.268747,125148.99743213586,No Mode,-1.0655069373778576,47428965,151,314099.1059602649,182973,505463,13537749373.055359,116351.83442067151,No Mode,-1.359753966744887
Mozambique,166787735,151,1104554.536423841,278306,1625565,242068788323.95694,492004.86615881854,No Mode,-1.468141425516789,58682174,151,388623.6688741722,156831,1005402,53526491516.74297,231357.92944427682,No Mode,0.4015334034743758
Myanmar,125577807,151,831641.1059602649,486250,1166517,37951831988.96204,194812.2993780476,No Mode,-1.190564340583838,86480444,151,572718.1721854304,420548,756599,17368340050.090145,131788.9982133947,No Mode,-1.726130029257423
Namibia,9705421,151,64274.31125827815,21085,86572,450441491.58913904,21223.60694107246,No Mode,-0.8741375856534792,4406180,151,29180.0,10348,66180,311353528.2266669,17645.212614946497,No Mode,-0.8438933883289903
Nauru,41295,151,273.47682119205297,101,375,5606.411125827824,74.87597161858953,314,0.31015223858879226,17748,151,117.5364238410596,35,241,3590.5703311258285,59.92136790099028,36,-0.982518954168841
Nepal,75312528,151,498758.4635761589,277714,819693,20850688639.676975,144397.6753264296,No Mode,-0.7955132391828657,42449664,151,281123.60264900664,187100,449651,6577556456.787729,81102.13595700011,No Mode,-0.3527704167818806
Netherlands,27404764,151,181488.50331125828,148453,250319,759820466.6649892,27564.841132591155,164015,0.16333630310939018,25134093,151,166450.94701986754,75826,226806,2404278472.9971743,49033.4423939129,No Mode,-1.4182246263768967
New Caledonia,566909,151,3754.364238410596,2239,4730,327870.00644591573,572.5993419887205,3257,-0.21592208915656919,344604,151,2282.1456953642382,999,3957,1324550.7119646792,1150.8912685239554,3832,-1.6321134181814116
New Zealand,8437619,151,55878.27152317881,49102,65034,14113885.399116958,3756.845139091703,58574,-0.5075741346381859,6440174,151,42650.15894039735,18049,66738,300282951.62790287,17328.67426054004,No Mode,-1.6938736571499804
Nicaragua,17397412,151,115214.64900662252,72046,152690,545109841.8293152,23347.58749484227,No Mode,-1.2696230833567494,8150863,151,53979.225165562915,27719,107535,769696137.5622953,27743.398089677034,No Mode,-0.8816680114866897
Niger,139605880,151,924542.2516556291,152302,1418746,221983847140.32288,471151.6179960787,No Mode,-1.5177815081362727,48815078,151,323278.66225165565,72121,900174,46840789520.06518,216427.3308065901,No Mode,0.376118316306016
Nigeria,913792351,151,6051604.973509934,1706938,8232118,4724509913259.9,2173593.7783449558,No Mode,-0.9133216687808487,479493847,151,3175455.940397351,1025757,6572323,2711042019469.7505,1646524.2237725356,No Mode,-0.8649393912809891
Niue,10238,151,67.80132450331126,25,234,4822.58693156733,69.44484812833367,27,0.8610564385599608,3628,151,24.026490066225165,11,58,124.49262693156729,11.157626402222261,20,2.2360293402273372
North Korea,47190365,151,312518.9735099338,157663,548664,10261726978.745968,101300.18252079297,No Mode,-0.8244975105589054,38143687,151,252607.19867549668,111113,816319,10258012782.586933,101281.84823840318,No Mode,5.426224059580191
North Macedonia,3405565,151,22553.41059602649,5748,47421,196657855.24362046,14023.475148607797,No Mode,-1.40489830364152,2811677,151,18620.37748344371,12919,27375,10445766.316556294,3231.991076187602,16302,-0.9028966071491014
Northern America (UN),641567066,151,4248788.516556292,3636824,4840684,41756106154.75815,204343.10889961067,No Mode,2.1022845187793706,529311797,151,3505376.1390728476,1602725,5156662,1467217528922.1482,1211287.5500566114,No Mode,-1.6153962815833411
Northern Mariana Islands,94448,151,625.4834437086092,294,1619,129934.61139072843,360.4644384550693,366,0.8504189957817339,42443,151,281.0794701986755,59,575,29323.740309050772,171.24175982817619,65,-1.4232122414414616
Norway,8128296,151,53829.774834437085,44291,67716,38653989.04229581,6217.23323048893,No Mode,-0.9290128524757559,7734605,151,51222.54966887417,27605,68870,169415372.4891839,13015.966060542103,41358,-1.446866197485665
Oceania (UN),95846704,151,634746.3841059603,348986,752911,15215847145.664814,123352.53197914023,No Mode,-0.9258760448589141,58088020,151,384688.87417218543,146516,721008,40292164366.7374,200729.0820153806,No Mode,-1.4628685662759333
Oman,12263319,151,81214.03311258278,23743,132347,1117469206.0322301,33428.568710494175,No Mode,-1.2374558932879849,3027450,151,20049.33774834437,6715,56990,207409346.79849875,14401.713328576525,No Mode,0.020125332518754036
Pakistan,876862498,151,5807036.410596026,1645719,7560140,3704468405125.0815,1924699.5623018886,No Mode,-0.528025141527463,336392076,151,2227762.0927152317,856425,5140263,1704008701157.924,1305376.8425852836,No Mode,-0.5665501640299353
Palau,35124,151,232.60927152317882,107,433,10804.052980132448,103.94254653476818,181,-1.1165829148018447,28425,151,188.24503311258277,117,269,1833.519558498895,42.819616515084476,141,-0.9503112645252667
Palestine,17815408,151,117982.83443708609,45680,158210,1327880245.4457378,36440.091183279685,No Mode,-0.8448470712282563,5072107,151,33590.112582781454,10766,103217,707152699.8339071,26592.342879744672,No Mode,0.19143554504388716
Panama,9457370,151,62631.58940397351,34787,78563,92337838.31028704,9609.257947952436,No Mode,0.388925872371658,4681597,151,31003.953642384105,10330,66947,405006257.9911696,20124.767277938136,No Mode,-1.2944675191956576
Papua New Guinea,31219810,151,206753.70860927153,70878,269520,4475223988.061196,66897.11494572241,No Mode,-1.0622343346220842,14661695,151,97097.3178807947,29185,218966,4284097497.7249436,65453.01748372602,No Mode,-1.215429169196842
Paraguay,17210628,151,113977.66887417219,66919,142105,425655410.03629124,20631.418032609665,No Mode,-0.9002352876821553,7893223,151,52273.0,17577,103741,900573515.8000001,30009.55707437216,No Mode,-1.3012220968840027
Peru,75346162,151,498981.2052980132,327342,685187,10868726349.257551,104253.18388067365,No Mode,-1.142585095099855,41820879,151,276959.4635761589,149770,493282,14579408410.850332,120745.22106837327,No Mode,-1.0866162508497377
Philippines,252756664,151,1673885.1920529802,903377,2559111,193608195208.6629,440009.31263856555,No Mode,-0.9147204305898553,138792852,151,919157.9602649007,276698,1775774,310037034735.425,556809.6934639564,No Mode,-1.4992356136182534
Poland,55104882,151,364932.99337748345,123614,780998,40929756936.41999,202311.04007547387,No Mode,-0.8763920383873778,58956977,151,390443.55629139073,229782,502538,5850188385.968486,76486.52421157916,No Mode,-0.778338681159294
Portugal,17039417,151,112843.82119205299,77859,218147,2079006934.4811442,45596.12850320896,82184,0.047421108645493426,16638958,151,110191.77483443709,87500,135363,228717452.44229603,15123.407434910165,134896,-1.3206166138130675
Puerto Rico,5225294,151,34604.596026490064,4529,87390,814990610.922384,28548.04040424463,79129,-1.5581039991158483,4748260,151,31445.43046357616,15818,41947,60356275.886799216,7768.930163593905,32521,-0.7861525802461835
Qatar,5324491,151,35261.529801324505,1170,90028,775726817.3441057,27851.872779834855,No Mode,-1.2020640848080375,641989,151,4251.582781456954,402,18785,18324831.97810155,4280.751333364454,404,1.5582163753994251
Reunion,1773419,151,11744.496688741721,7577,16633,5873714.8116556285,2423.5748000950225,12380,-0.9975211062400908,970857,151,6429.516556291391,2964,10529,7747111.371390727,2783.363320048378,3929,-1.71305293423151
Romania,32996812,151,218521.93377483444,87303,510539,12697913216.04891,112685.0177088725,No Mode,-0.5235750072555136,34096143,151,225802.27152317882,155832,336900,1549853936.5991178,39368.18431930939,No Mode,-0.8135631438032545
Russia,246017014,151,1629251.7483443709,1145927,2946027,291468655118.2158,539878.3706708538,No Mode,0.10117111741874085,256546284,151,1698982.013245033,888612,2439514,131388662572.18651,362475.7406671328,No Mode,-0.12471497041040136
Rwanda,54355681,151,359971.39735099336,125842,460724,10761388205.134386,103737.11103136807,No Mode,-0.37273066906802343,21149190,151,140060.86092715233,48808,1045769,10472250833.547192,102334.01601396865,No Mode,40.102482533986716
Saint Barthelemy,10300,151,68.21192052980132,37,100,276.5147902869761,16.628733875042204,50,-1.069333559671903,11235,151,74.40397350993378,2,164,3194.0023841059597,56.515505696277366,16,-1.7067507615203787
Saint Helena,10879,151,72.04635761589404,22,200,3182.2178366445887,56.411149931946866,28,-0.8654434457443592,8576,151,56.794701986754966,37,91,234.95090507726297,15.328108333296154,43,-0.8530702212934362
Saint Kitts and Nevis,117892,151,780.7417218543046,241,2539,376138.8061810153,613.3015621870005,833,1.6019808966039912,83310,151,551.7218543046357,390,817,9001.695452538626,94.87726520372847,612,0.39098467646376944
Saint Lucia,355782,151,2356.1721854304637,798,4396,1638072.4234878598,1279.8720340283476,4027,-1.486140526718019,245253,151,1624.1920529801325,717,2470,379676.91620308993,616.1792890085563,787,-1.5695747612780557
Saint Martin (French part),52879,151,350.1920529801325,142,907,55639.23620309049,235.87970706080355,244,-0.36946630920634904,22372,151,148.158940397351,12,396,9306.547902869761,96.4704509312036,16,-1.2075875404413265
Saint Pierre and Miquelon,9425,151,62.41721854304636,13,200,2384.951434878586,48.83596456381901,13,-0.5394938855581435,8580,151,56.82119205298013,37,79,191.00114790286972,13.820316490691148,41,-1.4720667484504537
Saint Vincent and the Grenadines,274298,151,1816.5430463576158,567,4166,1455172.2098013237,1206.3051893286888,1899,-0.9302531268009773,161191,151,1067.4900662251655,730,1621,29063.358233995586,170.47978834452954,1153,0.07754323098426674
Samoa,866022,151,5735.245033112583,4718,6401,104463.91955849856,323.20878632626705,5520,0.24828106834827013,240055,151,1589.76821192053,961,3209,285059.28591611463,533.9094360620672,975,0.8988221488838493
San Marino,37405,151,247.71523178807948,194,348,1130.1650331125834,33.61792725782753,243,0.11168144219262155,43222,151,286.2384105960265,120,495,14297.969448123637,119.57411696568633,123,-1.2380748710774523
Sao Tome and Principe,910372,151,6028.953642384106,2644,7719,3021558.9511699798,1738.263199624838,2967,-0.7952361638388705,303676,151,2011.0993377483444,1002,4701,1031237.6767328924,1015.4987330040803,1381,0.3107844383597351
Saudi Arabia,75579354,151,500525.5231788079,86682,795137,42662171121.26445,206548.22952827375,No Mode,-0.7663064930063377,20062186,151,132862.15894039735,42604,375437,10410102722.64124,102029.91092146086,No Mode,-0.49037138200796804
Senegal,72561082,151,480536.9668874172,131196,673289,33003815441.378925,181669.52259908355,No Mode,-1.1909357515560757,25200593,151,166891.34437086093,73583,416879,10275662887.90728,101368.94439574322,No Mode,0.05890102662434904
Serbia,10379384,151,68737.64238410596,27697,153205,1192258390.4312575,34529.09483944312,No Mode,-0.6154014471866107,12213775,151,80885.92715231788,54703,135637,253543603.78799114,15923.052590128287,No Mode,-0.47047840200704494
Seychelles,229311,151,1518.6158940397352,1086,1871,43033.69147902864,207.44563499632534,1583,-0.9687326848835034,171471,151,1135.569536423841,505,1918,273945.38013245026,523.3979175851298,505,-1.6281582791548297
Sierra Leone,31691217,151,209875.60927152316,95629,265731,2804717861.9196477,52959.587063341496,No Mode,-0.5811081563040004,16155968,151,106993.16556291391,68806,203885,1752414189.3790748,41861.84646404259,No Mode,-0.1784308005770714
Singapore,6251219,151,41398.801324503314,27463,61780,88206655.00026447,9391.839809124966,No Mode,-1.0852410720199726,6221325,151,41200.82781456954,10028,90466,831952931.4101545,28843.594287296346,No Mode,-1.4229160975588258
Sint Maarten (Dutch part),56235,151,372.4172185430464,56,688,19607.09810154526,140.0253480679311,413,0.6161107793231886,53023,151,351.1456953642384,13,668,69761.15196467991,264.12336504875884,618,-1.800302139373379
Slovakia,8467955,151,56079.17218543046,26033,101228,568318383.1701541,23839.42917039236,43837,-1.007220383620985,8373865,151,55456.05960264901,31425,74407,123443643.65642364,11110.519504344684,No Mode,-0.6359656748993303
Slovenia,3064000,151,20291.39072847682,13166,34150,41166579.78631341,6416.118747834505,No Mode,-0.6596106875373411,3209990,151,21258.2119205298,15142,27128,13465802.594790267,3669.577985925666,18966,-1.1766350980349343
Solomon Islands,2831478,151,18751.509933774836,4869,26081,53206526.30490067,7294.280382937077,26068,-1.203492663171085,972952,151,6443.390728476821,1830,17273,22955965.252980135,4791.238384069419,2091,-0.6098881777736493
Somalia,107410503,151,711327.8344370861,111806,1132423,146929877207.60568,383314.33211870084,No Mode,-1.5437255365436746,40608111,151,268927.88741721853,49469,731761,35606145428.540565,188695.90729144224,No Mode,-0.3227312921651193
South Africa,159894507,151,1058904.0198675497,534108,1243597,28308609866.286312,168251.6266378614,No Mode,2.4573235779698654,98488751,151,652243.3841059603,233379,1084556,89794657462.86482,299657.56700418034,No Mode,-1.4676259478402838
South Korea,66409210,151,439796.09271523176,119211,1098755,98897755223.44473,314480.1348629906,No Mode,-1.0265771762490643,67386824,151,446270.35761589406,234535,931034,32272911828.89794,179646.63044125805,No Mode,-1.2268660189713874
South Sudan,47460392,151,314307.2317880795,123007,429073,7546680034.59258,86871.62963011906,No Mode,-0.6829059834348095,27212435,151,180214.80132450332,87034,376880,5943852561.400266,77096.38487893103,No Mode,-0.7712378908239828
Spain,60664131,151,401749.2119205298,244706,691964,19481347554.68808,139575.5979915117,No Mode,-0.6023317568989333,66255000,151,438774.8344370861,259425,656598,15420672261.819073,124179.99944362648,No Mode,-1.1619241724260594
Sri Lanka,45429877,151,300860.11258278147,178724,426916,4357953288.100582,66014.79597863332,No Mode,-1.0153285263405163,27827101,151,184285.43708609272,95515,281942,4862362737.4476795,69730.64417777653,No Mode,-1.6173339387365648
Sudan,216666845,151,1434879.7682119205,296853,2040784,359385129659.166,599487.3890743374,No Mode,-1.188578798261959,71984905,151,476721.22516556294,117682,1234070,102173181085.90897,319645.3989750345,No Mode,-0.34418738734742504
Suriname,1542329,151,10214.099337748345,6786,13083,3297910.863399553,1816.015105498727,12846,-1.070934223887223,835806,151,5535.139072847682,3241,8847,3817267.427196467,1953.7828505738469,3837,-1.4005990951350695
Sweden,15445658,151,102289.12582781457,88127,123184,67589371.36406207,8221.275531452651,No Mode,-0.34116645262140644,15633898,151,103535.74834437086,68308,131529,350943889.3762473,18733.49645357874,93278,-1.241957824945555
Switzerland,12242157,151,81073.88741721855,71095,111948,64606141.953907296,8037.794595155272,73400,4.458460645697273,12267024,151,81238.56953642383,47307,116477,543396090.8067993,23310.857787880723,No Mode,-1.5704511957671559
Syria,71175569,151,471361.38410596026,164865,682445,16435771731.838152,128202.07382034876,No Mode,-0.06762180237555038,30038153,151,198928.1655629139,59305,500360,21952690127.91239,148164.40236410496,59318,-0.6508041565175624
Taiwan,30590905,151,202588.7748344371,58046,431994,18227640805.175636,135009.78040562704,105221,-1.3715771385093467,28617888,151,189522.43708609272,69506,318107,7571271928.554344,87013.0560809948,No Mode,-1.4626863474677925
Tajikistan,33878428,151,224360.45033112582,64354,299159,4273327023.875845,65370.68933303247,No Mode,-0.25802065247739625,12526027,151,82953.82119205299,26123,200846,2600767547.694481,50997.72100490845,No Mode,-0.620479126453398
Tanzania,357069732,151,2364700.2119205296,349853,4160663,1756413793992.888,1325297.624683938,No Mode,-1.5187513850975647,97865267,151,648114.3509933775,167399,1870221,210048370951.7893,458310.3434920374,No Mode,0.23865712731129207
Thailand,109745371,151,726790.536423841,327898,1351441,114477901175.717,338345.8307349405,No Mode,-1.3470620750124758,93854922,151,621555.7748344371,304521,946802,51675547083.775665,227322.56175702327,No Mode,-1.668182952963179
Togo,41564096,151,275258.9139072848,67170,417569,15247489893.559196,123480.72681013502,No Mode,-1.4285123941590792,15078172,151,99855.44370860927,33563,241495,3654443360.208478,60451.99219387627,No Mode,-0.4744977480922805
Tokelau,7765,151,51.42384105960265,27,78,103.68582781456935,10.182623817787308,54,1.0287706863029538,2091,151,13.847682119205299,0,45,240.7966445916114,15.517623677342204,1,-0.9494211827683254
Tonga,365687,151,2421.7682119205297,1365,3526,476492.12591611396,690.2840907308482,2314,-1.3911314943028712,111625,151,739.2384105960265,614,1184,14068.489448123606,118.61066329855679,675,4.448192004277108
Trinidad and Tobago,2683756,151,17773.218543046358,6853,33553,73092815.39858708,8549.433630281428,No Mode,-1.1914725783013427,2033152,151,13464.582781456953,7118,20653,25381544.68476821,5038.009992523656,No Mode,-1.680509138731487
Tunisia,24438198,151,161842.37086092716,84718,237314,2075941359.5282125,45562.49948727805,No Mode,-1.2648883526153691,14984413,151,99234.52317880794,47621,153691,1442485862.3044581,37980.07191020652,No Mode,-1.4871847876916473
Turkey,156993785,151,1039693.940397351,444393,1533300,127807461189.10959,357501.6939667693,No Mode,-1.4033713296058112,106648156,151,706279.178807947,377772,1161174,86396396013.65453,293932.6385647816,No Mode,-1.4871943911729717
Turkmenistan,18195458,151,120499.72185430463,49519,171349,784830606.1487854,28014.82832624154,No Mode,-0.2637132459719025,9624289,151,63737.013245033115,23878,126432,1351112813.813157,36757.4865002105,No Mode,-1.479124495438341
Turks and Caicos Islands,53781,151,356.1655629139073,165,521,9046.792406181014,95.1146277192999,314,-0.9427425069110615,50847,151,336.73509933774835,43,691,61734.39602649008,248.46407391510363,49,-1.682553003724444
Tuvalu,31141,151,206.2317880794702,153,309,1962.6859161147895,44.30221118764604,175,-0.6414893436123679,14074,151,93.20529801324503,52,135,309.12423841059626,17.581929314230457,85,0.060346873886521823
Uganda,195752964,151,1296377.2450331126,301346,1852568,275157459085.91956,524554.5339484919,No Mode,-1.0441374169120552,65197547,151,431771.8344370861,143443,1161872,80715657627.73907,284105.0116202442,No Mode,0.2386021818114017
Ukraine,58433910,151,386979.5364238411,79123,892028,74106916049.46355,272225.85485119437,No Mode,-1.3107392710866705,78958597,151,522904.61589403974,328705,782633,14108969841.091488,118781.18470991729,No Mode,-0.2543957347343029
United Arab Emirates,19687156,151,130378.51655629139,3395,324239,9933770258.05139,99668.30116968679,No Mode,-1.2249480537812472,2855918,151,18913.364238410595,1570,91252,527960034.77977926,22977.380938213548,No Mode,2.834280655331778
United Kingdom,110949838,151,734767.1390728477,635537,999443,6549805391.573852,80930.86797739075,No Mode,1.973334536731322,108652589,151,719553.5695364239,557071,869385,10352483018.726795,101747.1523863287,No Mode,-1.5536513157312861
United States,582664697,151,3858706.6026490065,3301844,4379242,34252930899.281094,185075.47352169896,No Mode,2.018886298051309,477124715,151,3159766.3245033114,1477219,4597256,1108907558763.8188,1053046.7979932416,No Mode,-1.6075535710564588
United States Virgin Islands,195034,151,1291.6158940397352,562,3011,566895.0381456951,752.9243243153293,No Mode,-0.7273472978425657,130456,151,863.9470198675497,303,1396,91351.63717439295,302.24433356870884,731,-1.09097474795515
Upper-middle-income countries,4894497549,151,32413891.052980132,15850547,54210636,139206402013028.83,11798576.270594211,No Mode,-1.390875228460265,3810107618,151,25232500.781456955,15047265,36237732,65438162569217.55,8089385.796784422,No Mode,-1.6750383234265487
Uruguay,5679967,151,37615.67549668874,15498,61829,232154389.9939956,15236.613468681142,No Mode,-1.6091749255363974,5079652,151,33640.079470198674,23977,40884,27391395.220309056,5233.678937450124,31239,-1.1227199620359853
Uzbekistan,113478174,151,751511.0860927153,237617,996726,49912874925.079185,223411.89521840413,No Mode,-0.9322119585533746,44880886,151,297224.4105960265,98691,631523,27420720324.590298,165592.02977374938,146317,-1.2587171584690993
Vanuatu,1286256,151,8518.25165562914,2145,12417,12316767.869580578,3509.5253054481,12301,-1.3616133657416976,375525,151,2486.9205298013244,958,6757,2900071.0469757183,1702.9594965752176,1041,-0.2852490499948983
Venezuela,63540321,151,420796.8278145695,256888,601788,11140668966.476822,105549.36743759681,No Mode,-1.1475757569150398,32914585,151,217977.38410596026,75899,388035,12552880829.744806,112039.63954665691,No Mode,-1.6342843387032828
Vietnam,193825287,151,1283611.1721854305,782956,1922680,97525102528.27701,312290.0935480935,No Mode,-0.8542620047557907,123859916,151,820264.344370861,388249,1361733,137640085056.25385,370998.7669201258,No Mode,-1.6718287612629008
Wallis and Futuna,28617,151,189.51655629139074,46,475,19886.104724061835,141.0181006965483,46,-1.1505829704602686,16226,151,107.45695364238411,62,159,598.089801324504,24.455874576970338,129,-0.6957416366247884
Western Sahara,1099305,151,7280.165562913908,564,9675,7491736.045739513,2737.1035869582124,9469,0.09301961643287449,750147,151,4967.860927152318,346,9637,11091974.013863131,3330.461531659408,2663,-1.5933085271819998
World,19135649668,151,126726156.74172185,91823940,146054880,139328156696606.45,11803734.86217843,No Mode,0.29220340015904744,11433454176,151,75718239.57615894,46061444,122922344,784562004002613.2,28010033.987887505,No Mode,-1.420529271391987
Yemen,165032458,151,1092930.1854304636,243594,1602994,229225095718.65866,478774.57714320906,No Mode,-1.3610446755282801,53726820,151,355806.7549668874,147865,1009605,64827855602.39956,254613.14891890317,No Mode,-0.030766546688698604
Zambia,95164654,151,630229.4966887417,116321,954743,88717636736.55823,297855.0599478851,No Mode,-1.4008748883875757,30886524,151,204546.5165562914,43740,562594,21332351067.824722,146055.986073234,No Mode,-0.18448603779818562
Zimbabwe,67707287,151,448392.62913907284,140346,579645,18922777558.461536,137560.0870836506,No Mode,-0.4928720102613138,24457801,151,161972.19205298013,46669,352323,7048080003.889534,83952.84392972958,No Mode,-0.5436544785181172
