Entity,Data_Type,Births_Sum,Births_Count,Births_Mean,Births_Min,Births_Max,Births_Var,Births_Std,Births_Mode,Births_Kurt,Deaths_Sum,Deaths_Count,Deaths_Mean,Deaths_Min,Deaths_Max,Deaths_Var,Deaths_Std,Deaths_Mode,Deaths_Kurt
Djibouti,Projection,1799599,77,23371.415584415583,21498,24933,1170388.7197539208,1081.8450534868293,24911,-1.2482643672783964,1197006,77,15545.532467532468,8749,20725,14834169.936431985,3851.5152779694363,No Mode,-1.2787468409963352
Dominica,Estimate,120193,74,1624.2297297297298,738,2518,314470.0149944462,560.7762610831936,963,-1.240087536538505,52946,74,715.4864864864865,518,1185,21373.705294335454,146.19748730513618,527,0.9548441733612596
Dominica,Projection,41761,77,542.3506493506494,408,727,6931.178058783332,83.25369696766224,No Mode,-0.9219142187603229,63703,77,827.3116883116883,743,865,1055.033151059464,32.48127385216694,849,-0.16332426601504269
Dominican Republic,Estimate,14540046,74,196487.1081081081,126330,221375,583599365.5223974,24157.801338747642,No Mode,0.7889784139307472,3757053,74,50770.98648648649,42988,77714,57104186.64365041,7556.731214199061,No Mode,1.9835679368192953
Dominican Republic,Projection,11626461,77,150993.0,108014,201350,736427040.736841,27137.189256384696,No Mode,-1.212433267351208,9867283,77,128146.53246753247,71407,158131,778332654.3311682,27898.613842468378,No Mode,-0.998971738390555
East Timor,Estimate,2107281,74,28476.77027027027,17833,39101,34988010.45335055,5915.066394669679,No Mode,-1.2511387302479962,1028828,74,13903.081081081082,7214,26508,21971447.061828945,4687.37101815388,No Mode,0.2041017990327738
East Timor,Projection,1988001,77,25818.194805194806,19327,31525,16376742.527341086,4046.8188157293484,No Mode,-1.3465380595375116,1364478,77,17720.493506493505,10117,26756,37936529.069036245,6159.263679128881,No Mode,-1.538977899477225
Ecuador,Estimate,20365229,74,275205.7972972973,158389,333805,2660683157.1775284,51581.81033249539,No Mode,-0.4357078147350082,5252875,74,70984.7972972973,58687,131143,139717513.6432802,11820.216311188227,No Mode,14.302277524328321
Ecuador,Projection,16229880,77,210777.66233766233,156313,268769,1295378727.5686977,35991.370181874125,No Mode,-1.2936303352737535,15027123,77,195157.44155844155,94422,268061,3568679078.2498283,59738.422127219164,No Mode,-1.4306888078749949
Egypt,Estimate,137125123,74,1853042.2027027027,1155065,2807083,216264563343.28687,465042.53928354435,No Mode,-0.9074216151779573,41983206,74,567340.6216216217,459863,780671,4175403083.1699376,64617.3589925334,No Mode,0.48412685497250596
Egypt,Projection,192009990,77,2493636.2337662335,2197540,2751402,22074526580.918137,148574.98639043563,No Mode,-0.7390852760492921,104184904,77,1353050.7012987013,641602,2081343,187449973035.23856,432954.9318754073,No Mode,-1.2511228356117603
El Salvador,Estimate,10735393,74,145072.87837837837,99428,182182,814273197.4781566,28535.472617045554,No Mode,-1.5347461377950078,3553384,74,48018.7027027027,38352,69097,39565377.19807483,6290.101525259734,No Mode,0.5312415262733046
El Salvador,Projection,4989755,77,64802.01298701299,40243,98858,306028235.3814087,17493.66272057995,No Mode,-1.0416643631381923,5232315,77,67952.14285714286,47346,85629,166740254.09774426,12912.79420178856,No Mode,-1.4630536929003803
Equatorial Guinea,Estimate,1841574,74,24886.135135135137,9638,54694,236743656.41984448,15386.476413391225,No Mode,-0.9203887621630065,659426,74,8911.162162162162,5184,14844,9361574.219918557,3059.6689722776478,6263,-1.0807677288126922
Equatorial Guinea,Projection,5213096,77,67702.54545454546,56763,71298,13987587.251196213,3739.9982956140784,No Mode,1.3927138870331088,2234568,77,29020.363636363636,14860,47408,86982094.076555,9326.419145446713,No Mode,-0.9909250326186769
Eritrea,Estimate,5484394,74,74113.43243243243,36213,99058,414095983.5090703,20349.34847873686,No Mode,-1.2289427517204048,2005065,74,27095.472972972973,20697,44624,31840635.348574597,5642.750689918402,No Mode,2.390540404379457
Eritrea,Projection,8793879,77,114206.22077922078,101539,120431,22040608.14798363,4694.742607213268,No Mode,-0.28843267643239257,3249246,77,42198.0,21197,75306,298245051.7368419,17269.772776062862,No Mode,-1.0740282824929617
Estonia,Estimate,1335499,74,18047.283783783783,11036,24868,15761437.986856712,3970.0677559528767,No Mode,-1.3774559670270121,1215036,74,16419.405405405407,12972,22234,5290736.025175866,2300.1599999078035,No Mode,-0.7594463078699962
Estonia,Projection,643801,77,8361.051948051949,6095,10926,2154066.418318521,1467.6738119618137,No Mode,-1.3194070455997962,1184052,77,15377.298701298701,11910,16831,2749429.6069719885,1658.1404062901272,No Mode,-0.15028658478341672
Eswatini,Estimate,2045800,74,27645.945945945947,13667,36818,57639014.59977784,7592.036261753354,No Mode,-1.1400783632885645,717896,74,9701.297297297297,5725,19158,18497940.65012959,4300.9232322990365,No Mode,-0.5257706404478615
Eswatini,Projection,1714221,77,22262.61038961039,14894,29390,20280699.18831166,4503.409729117667,No Mode,-1.320070513034656,1230839,77,15984.922077922078,9607,20016,13000064.309637738,3605.560193595128,No Mode,-1.4078830480130906
Ethiopia,Estimate,167880584,74,2268656.5405405406,799118,4105685,1055099259352.8267,1027180.2467691961,No Mode,-1.3898703842234672,57040774,74,770821.2702702703,492424,1069645,30572932856.19993,174851.173448164,No Mode,-1.0742591140091826
Ethiopia,Projection,361428685,77,4693879.025974026,4155828,4872318,41908175014.97308,204714.86271146286,No Mode,0.21369835163323536,126528239,77,1643223.8831168832,776412,2989120,468814595712.63086,684700.3692949427,No Mode,-1.0964860984607991
Europe (UN),Estimate,700704743,74,9468983.013513513,6337695,12222241,3247381424779.425,1802049.229288541,No Mode,-1.3802942622689083,547738344,74,7401869.513513514,5718317,9612150,988685863579.1588,994326.8394140624,No Mode,-1.073049249168733
Europe (UN),Projection,435568608,77,5656735.168831169,4942814,6407023,213711555940.06372,462289.47201949527,No Mode,-1.2519916577923413,668267769,77,8678802.194805196,7436469,9479320,470846256021.83966,686182.3781050047,No Mode,-0.9253097329882762
Falkland Islands,Estimate,2987,74,40.36486486486486,27,52,45.029433543132164,6.7103974206549175,39,-0.6082710936194822,1988,74,26.864864864864863,15,35,32.85820066641986,5.732207311884302,30,-0.9784963666758881
Falkland Islands,Projection,1880,77,24.415584415584416,18,38,19.35133287764866,4.399014989477606,22,0.29406810362958247,2714,77,35.246753246753244,18,51,67.31989063568005,8.204869934111086,27,-1.080349198499214
Faroe Islands,Estimate,55460,74,749.4594594594595,593,961,7927.922991484653,89.03888471608713,643,-0.7553264801681814,27398,74,370.2432432432432,244,612,8946.679748241384,94.58688993851835,246,-0.5949048045746657
Faroe Islands,Projection,53694,77,697.3246753246754,583,794,3925.932672590559,62.65726352619111,705,-1.011151280870449,46643,77,605.7532467532468,528,691,2416.056732740941,49.15340001201281,605,-1.1202533660437015
Fiji,Estimate,1443555,74,19507.5,13039,23561,6265859.787671239,2503.169947820411,No Mode,-0.07892842300635516,417371,74,5640.148648648648,3972,10225,2170241.1693817116,1473.1738422133728,5103,0.15058757083958918
Fiji,Projection,984203,77,12781.857142857143,9135,16592,5322892.360902248,2307.1394324795906,No Mode,-1.3100815438873696,866819,77,11257.38961038961,8831,12348,1364769.3725222156,1168.233440936449,12289,-0.9345598009514138
Finland,Estimate,4873484,74,65857.8918918919,43556,98369,164077166.8374677,12809.260979364411,No Mode,-0.0719550569064098,3473067,74,46933.33783783784,37947,63005,26300546.418548662,5128.405835983406,No Mode,0.49421336740021227
Finland,Projection,3099675,77,40255.51948051948,35105,46377,12709154.910799779,3564.990169804088,No Mode,-1.2201366844252253,4966464,77,64499.53246753247,59333,70461,10915882.831168814,3303.9193136589784,No Mode,-0.880868175098545
France,Estimate,58192636,74,786386.972972973,638891,880805,2550077496.2458515,50498.29201315478,No Mode,-0.1824221036448468,40677477,74,549695.6351351351,502905,664553,1024038378.8924521,32000.599664575853,542727,4.103554962475357
France,Projection,50302914,77,653284.5974025974,623778,707609,617387374.875251,24847.28103586489,No Mode,-0.3276504015812085,56252522,77,730552.2337662338,621770,791309,2212193480.2341037,47033.960924358726,No Mode,-0.5503225531167422
French Guiana,Estimate,256678,74,3468.6216216216217,812,8167,5878011.334320622,2424.461039967568,No Mode,-1.122017372892139,49637,74,670.7702702702703,422,1826,92639.8780081451,304.36799767410685,427,2.5089543997957544
French Guiana,Projection,688533,77,8941.987012987012,7549,9595,498186.24982911994,705.8231009460657,9585,-0.8519699654182133,250856,77,3257.87012987013,1508,5610,1301228.0881749818,1140.7138502599948,No Mode,-0.8907932173299433
French Polynesia,Estimate,323196,74,4367.513513513513,2473,6101,760084.0614587187,871.8279999281502,4392,-0.6416116759285804,60312,74,815.027027027027,623,1471,14906.766382821179,122.09326919540315,886,10.43383920398538
French Polynesia,Projection,152368,77,1978.8051948051948,1198,3012,320494.4747095013,566.1223142656553,No Mode,-1.2576199940102635,216217,77,2808.012987012987,1076,3523,606047.2761449084,778.4903828210779,3344,-0.5441260636326799
Gabon,Estimate,2673761,74,36131.90540540541,14189,68791,309495308.33339506,17592.47874329809,No Mode,-0.9575333464429341,879159,74,11880.527027027027,10246,16168,3007190.47186227,1734.125275711726,10272,-0.25122283397133316
Gabon,Projection,6696468,77,86967.11688311688,68875,94308,64230214.86773783,8014.375513272249,No Mode,-0.20935856678137954,2571715,77,33398.896103896106,15807,56595,141648727.14695838,11901.627079813852,No Mode,-1.0864525248378314
Gambia,Estimate,3415781,74,46159.2027027027,15238,82092,518491515.94465,22770.40877860233,No Mode,-1.4610660226997534,1094408,74,14789.297297297297,9993,18060,5746262.376156979,2397.136286521269,No Mode,-1.1859275290685973
Gambia,Projection,6068129,77,78806.87012987013,66897,85034,31565172.456596147,5618.289104041919,No Mode,-0.8639019423163967,2947823,77,38283.41558441558,17249,65046,232606152.8776488,15251.431174734022,No Mode,-1.2946080962450686
Georgia,Estimate,5997664,74,81049.51351351352,43765,110754,485066213.8970755,22024.21880333274,No Mode,-1.5655478251379344,3725681,74,50347.04054054054,45073,59335,9127955.71066271,3021.2506864976813,49700,1.774842030324788
Georgia,Projection,2665231,77,34613.38961038961,25127,42983,31695568.161995776,5629.881718295312,No Mode,-1.3493946569901853,3415113,77,44352.11688311688,40780,46566,3346657.3677375107,1829.3871563279083,No Mode,-0.5717101595420293
Germany,Estimate,66858943,74,903499.2297297297,660439,1356661,43745296520.7548,209153.76286539718,No Mode,-0.5721424764000167,65948492,74,891195.8378378379,716872,1082759,5226194876.137724,72292.42613260205,No Mode,0.2791822028939732
Germany,Projection,49931187,77,648456.974025974,609726,717268,610215295.4203651,24702.53621433162,No Mode,-0.20962472952282019,75275786,77,977607.6103896104,783795,1126442,10837433044.10934,104102.99248393075,No Mode,-0.9192328722348382
Ghana,Estimate,43440524,74,587034.1081081082,244091,892841,40352840190.17993,200880.1637548614,No Mode,-1.25186028677104,13392288,74,180976.86486486485,115322,243293,1183244799.0225842,34398.32552643492,No Mode,-0.7858614682130276
Ghana,Projection,73183908,77,950440.3636363636,856155,999424,1740852250.1028697,41723.5215448417,No Mode,-0.8362610409642475,36150222,77,469483.4025974026,241312,705648,20781108465.58578,144156.5415289427,No Mode,-1.2933726076825973
Gibraltar,Estimate,34987,74,472.7972972972973,305,637,5400.163828211759,73.48580698483048,431,-0.26080948245497915,15367,74,207.66216216216216,180,321,356.5555349870424,18.88267817305168,196,17.0688932941811
Gibraltar,Projection,38115,77,495.0,436,546,1074.1052631578902,32.77354517225578,452,-1.2286182260460976,35630,77,462.72727272727275,252,566,8963.27990430621,94.67460010111587,565,-0.6532499660773619
Greece,Estimate,9448910,74,127687.97297297297,73661,176635,794410111.4787109,28185.28182365241,No Mode,-1.3276630876855633,6786748,74,91712.81081081081,62315,146529,420157783.2513884,20497.75068760932,No Mode,-0.6548354284929898
Greece,Projection,4524963,77,58765.753246753244,43986,72464,76863979.79357488,8767.210491004244,53889,-1.2557084550319972,8766506,77,113850.72727272728,87550,128648,236846025.59569365,15389.802649666877,No Mode,-1.1151929757358783
Greenland,Estimate,78914,74,1066.4054054054054,789,1623,56864.27175120325,238.46230677237702,816,-0.017358072312406048,31521,74,425.9594594594595,307,552,4543.49148463532,67.40542622545547,466,-0.9975533216515746
Greenland,Projection,39027,77,506.84415584415586,351,762,10380.712235133315,101.885780338246,594,-0.6930902800162184,51009,77,662.4545454545455,542,776,5020.277511961722,70.8539167016314,669,-0.9810014019598072
Grenada,Estimate,199096,74,2690.4864864864867,1344,4586,902757.7600888549,950.1356535194619,1434,-0.7698032434179081,60982,74,824.081081081081,612,1271,21957.883746760428,148.18192786828098,757,0.16586697929416427
Grenada,Projection,66433,77,862.7662337662338,529,1345,56840.20779220789,238.4118449075211,No Mode,-1.0887713992469665,102228,77,1327.6363636363637,1045,1538,21523.83971291869,146.71005321012834,1273,-0.9243022377943273
Guadeloupe,Estimate,562134,74,7596.405405405405,4233,10952,3603505.805997783,1898.2902322874083,7209,-1.028134483139493,209613,74,2832.608108108108,2335,4621,172095.52924842655,414.8439818153646,2355,4.2480780597060015
Guadeloupe,Projection,229418,77,2979.4545454545455,2165,4101,293602.5143540669,541.8510075233477,2818,-1.1591488172167526,307483,77,3993.285714285714,3008,5044,553231.7857142857,743.7955268178787,3008,-1.5335034185389345
Guam,Estimate,222791,74,3010.689189189189,1761,3763,276584.7650870048,525.9132676468666,2941,-0.6542661121576123,46398,74,627.0,407,1213,52958.3287671233,230.12676673330137,466,-0.25283176039031474
Guam,Projection,193212,77,2509.246753246753,2006,2910,67320.60936431984,259.46215401156263,2406,-1.10460172448572,134214,77,1743.0389610389611,1165,2086,51274.35372522204,226.4384104458032,1802,0.38639628531117554
Guatemala,Estimate,23349841,74,315538.3918918919,157067,422285,7648988749.227875,87458.49729573379,No Mode,-1.3880201350259775,6024953,74,81418.28378378379,73110,121587,65938306.56219912,8120.24054829653,No Mode,10.71053807611401
Guatemala,Projection,24582253,77,319250.038961039,245450,381185,1971353942.222148,44399.93178172854,No Mode,-1.3226372133355855,16429196,77,213366.18181818182,89456,328384,6803461959.940192,82483.10105676309,No Mode,-1.5036561125391126
Guernsey,Estimate,47785,74,645.7432432432432,494,751,4233.700296186613,65.06689093683985,615,-0.07406992194980333,41534,74,561.2702702702703,396,737,3365.2410218437612,58.01069747765287,589,0.3255802510298955
Guernsey,Projection,36448,77,473.35064935064935,421,525,1220.8096377306872,34.94008640130541,517,-1.3908363012311098,56486,77,733.5844155844156,598,827,3879.088174982912,62.2823263453037,723,-0.9361220651166948
Guinea,Estimate,21255297,74,287233.74324324325,136489,487595,12008870310.659195,109584.99126549765,No Mode,-1.246617734413932,8570039,74,115811.33783783784,88061,134512,144630169.56923357,12026.228401674132,122426,-0.6498053208223649
Guinea,Projection,38675987,77,502285.54545454547,440195,531187,669659486.856463,25877.779789936827,No Mode,-0.20656394035453784,18814976,77,244350.33766233767,133199,387811,6725489338.042383,82009.08082671322,No Mode,-1.339135548325049
Guinea-Bissau,Estimate,3125093,74,42230.98648648649,21984,64679,226621327.13680136,15053.947227780538,No Mode,-1.5353535688317732,1283943,74,17350.58108108108,13456,21054,4568653.013883752,2137.4407626607463,20167,-1.427568982329029
Guinea-Bissau,Projection,5221826,77,67815.92207792208,60873,71143,9109126.914900884,3018.133018092623,No Mode,-0.6172984958100347,2541558,77,33007.246753246756,15430,52898,145504484.16199595,12062.5239548776,No Mode,-1.3652895274473273
Guyana,Estimate,1585927,74,21431.445945945947,16485,26080,11857636.524435379,3443.4919085770157,16485,-1.5272606106856734,481060,74,6500.810810810811,5825,8966,284262.04590892233,533.1623072844912,5830,4.967907770566521
Guyana,Projection,965135,77,12534.22077922078,9077,16525,4689125.016404642,2165.4387584054743,No Mode,-1.2704573462080657,721751,77,9373.38961038961,6214,11376,2559176.5041011632,1599.742636832926,No Mode,-1.0793259725149538
Haiti,Estimate,16804805,74,227091.95945945947,151714,271900,1797516848.888743,42397.13255502951,No Mode,-1.380841761956247,6575755,74,88861.55405405405,81918,175782,123291975.34635316,11103.69196917643,No Mode,52.78238092842223
Haiti,Projection,16759769,77,217659.33766233767,171737,258340,699384970.3581693,26445.887588775866,No Mode,-1.260767871571226,12145338,77,157731.66233766233,91870,202362,1490198716.542376,38603.09205934644,No Mode,-1.440854286152505
High-income countries,Estimate,1075471961,74,14533404.878378378,11523753,16987174,2286853612032.514,1512234.641857048,No Mode,-1.1121692831231642,667992935,74,9026931.554054054,7317391,12388818,1442837943452.5525,1201181.8944075673,No Mode,0.7262856177498702
High-income countries,Projection,874481631,77,11356904.2987013,11058189,11924091,72252485185.89668,268798.22392623185,No Mode,-0.5392484556197101,1093997232,77,14207756.25974026,11820323,15210176,818184751495.4828,904535.6551819739,No Mode,0.2907057213162698
Honduras,Estimate,12714224,74,171813.83783783784,81841,233793,2624826264.1651254,51233.05831360378,No Mode,-1.3994250152353087,2852748,74,38550.64864864865,34118,58924,18772331.162532397,4332.704832149589,No Mode,6.553563150660175
Honduras,Projection,15808387,77,205303.72727272726,169434,234594,382339343.5693779,19553.499522320242,No Mode,-1.1951128553126307,9414262,77,122263.14285714286,48923,187764,2143621131.0977454,46299.25626938024,No Mode,-1.4500373127767023
Hong Kong,Estimate,5807386,74,78478.18918918919,41294,153353,424720538.5390599,20608.74907749279,No Mode,3.283051585577032,2314369,74,31275.256756756757,12135,65935,146478735.4263236,12102.839973589818,19657,-0.33065298247448327
Hong Kong,Projection,1280449,77,16629.20779220779,5667,40219,86354118.61414897,9292.691677557637,No Mode,-0.19719749638721584,6604448,77,85772.05194805194,56086,104119,248634115.04989743,15768.13606771255,No Mode,-1.2410771900525222
Hungary,Estimate,9636722,74,130225.97297297297,85373,222673,1307789801.0951505,36163.37651679044,No Mode,-0.4465329119338439,9461190,74,127853.91891891892,96396,158980,254723840.48648682,15960.070190525066,No Mode,-0.8527010118193132
Hungary,Projection,5638966,77,73233.32467532468,63708,85003,32697371.064251397,5718.161510857436,No Mode,-1.14613691395826,8817812,77,114517.03896103895,90247,130364,201897824.3800411,14209.075423124514,No Mode,-1.2394616530468014
Iceland,Estimate,325193,74,4394.5,3887,5066,69356.00684931494,263.35528635156527,4062,-0.5729906936310183,124476,74,1682.1081081081081,1063,2823,151384.8922621251,389.0821150632924,1733,-0.06683667288040507
Iceland,Projection,266072,77,3455.4805194805194,2673,4377,255608.17395762133,505.5770702451025,No Mode,-1.1903285975632605,332084,77,4312.779220779221,2612,5394,698515.200615174,835.7722181403101,No Mode,-0.8205161503593921
India,Estimate,1790192548,74,24191791.18918919,15287998,29324930,16398660252862.576,4049525.9293974866,No Mode,-0.7887105573032764,674959751,74,9121077.716216216,7852219,13093783,417954794027.3017,646494.2335607501,No Mode,19.064905967628984
India,Projection,1367622650,77,17761333.116883118,13154703,23186978,9167538219760.564,3027794.2829328026,No Mode,-1.1398222445711903,1282171372,77,16651576.25974026,9557052,21060120,14915070523369.24,3862003.433888846,No Mode,-1.2996014688721302
Indonesia,Estimate,336319652,74,4544860.162162162,2783163,5157679,316778804295.8358,562831.0619500631,No Mode,2.1859103131807758,123200374,74,1664869.9189189188,1435160,2779186,60391803039.06183,245747.43750253395,No Mode,5.5300090434205895
Indonesia,Projection,281875375,77,3660719.1558441557,2825757,4468312,264682627362.47583,514473.1551426914,No Mode,-1.322599004982926,265736225,77,3451119.8051948054,2161269,3943967,313320606977.5534,559750.4863575854,No Mode,-0.4380858007760873
Iran,Estimate,100451564,74,1357453.5675675676,838122,2102014,117742748869.34468,343136.6329457475,No Mode,-0.22598857279672258,31601184,74,427043.02702702704,328003,564944,4419330957.615699,66478.04868989236,No Mode,-1.2081637718122167
Iran,Projection,66436407,77,862810.4805194805,613421,1151057,24823468106.67396,157554.65117435905,No Mode,-1.3515744356719923,75971397,77,986641.5194805195,435289,1351892,85551403554.20033,292491.7153599403,No Mode,-1.1757237878870144
Iraq,Estimate,50753899,74,685863.5,220687,1218190,97396378228.33566,312083.92818012217,No Mode,-1.2770978374574042,10920527,74,147574.6891891892,102086,210458,1042178705.6691955,32282.792717935597,No Mode,-1.3064608844465364
Iraq,Projection,99619910,77,1293765.0649350649,1177772,1348973,2642686092.666784,51407.062673010056,No Mode,-0.9156531093920628,42924434,77,557460.1818181818,191813,981808,61069230071.09807,247121.8931440476,No Mode,-1.2906723466353445
Ireland,Estimate,4631146,74,62583.05405405405,48188,76014,48367234.90114774,6954.655627789757,No Mode,-0.5602840441102277,2378394,74,32140.45945945946,27583,42519,6879233.128470937,2622.829222132264,33121,2.19462670346666
Ireland,Projection,4059507,77,52720.87012987013,43347,63081,32234192.719753988,5677.516421795184,No Mode,-0.6730616331429964,4466928,77,58012.05194805195,36650,68826,94570328.20779209,9724.72766753867,No Mode,-0.5474461110514701
Isle of Man,Estimate,59401,74,802.7162162162163,630,954,11533.959459459442,107.39627302406467,692,-1.3294248017762589,67662,74,914.3513513513514,794,1048,8144.669381710479,90.24782203305783,814,-1.6463656471424082
Isle of Man,Projection,43972,77,571.0649350649351,438,697,7512.008885851009,86.67184598155856,564,-1.3341365261445441,75440,77,979.7402597402597,835,1111,9221.826384142167,96.0303409560862,1088,-1.507179527718394
Israel,Estimate,7813300,74,105585.13513513513,47508,177692,1780229636.6390228,42192.767586862836,No Mode,-1.1707504170328153,2028996,74,27418.864864864863,7418,51299,127811347.59792662,11305.368087679703,No Mode,-0.8520306194760114
Israel,Projection,16271080,77,211312.72727272726,171390,228354,301206925.0956929,17355.31403045456,No Mode,0.04369112225345306,7171021,77,93130.14285714286,51767,144788,660701981.597744,25704.123824743452,No Mode,-1.005048596657638
Italy,Estimate,49773596,74,672616.1621621621,384627,1006349,34275188454.658237,185135.59478030755,No Mode,-1.4131817074612185,40780680,74,551090.2702702703,442400,750382,3629521118.720471,60245.50704177425,No Mode,1.8627648023267533
Italy,Projection,24418545,77,317123.961038961,249015,384703,2132030775.4853065,46173.918779818836,No Mode,-1.3958542249772483,51881035,77,673779.6753246753,513242,805985,9487786795.248459,97405.27088021705,No Mode,-1.208582684951626
Jamaica,Estimate,4080004,74,55135.18918918919,33007,67860,116037813.05960757,10772.08489845896,No Mode,-0.7256031932050586,1306769,74,17659.04054054054,14886,27537,4316829.710662719,2077.698176026229,15025,6.416977471643024
Jamaica,Projection,1264263,77,16419.0,7103,32508,56661164.289473645,7527.361044182327,No Mode,-0.8242846803946056,2449174,77,31807.454545454544,23294,37294,20372085.961722482,4513.544722468415,37189,-1.1956015053376094
Japan,Estimate,106529637,74,1439589.689189189,749884,2461534,174362500997.5597,417567.3610300016,No Mode,-0.9075088827419981,69362978,74,937337.5405405406,694626,1615301,65501929867.95034,255933.44812265228,No Mode,-0.2332568385254019
Japan,Projection,51961746,77,674827.8701298701,558209,789213,5528198244.167124,74351.85434249185,No Mode,-1.2917874457991292,107403703,77,1394853.2857142857,1016915,1648499,49321733279.943665,222084.96860423413,No Mode,-1.1404832852976958
Jersey,Estimate,72964,74,986.0,807,1239,12817.671232876719,113.21515460783826,856,-0.9335536434065039,62891,74,849.8783783783783,707,1166,10069.971306923358,100.3492466684397,760,2.276819870690247
Jersey,Projection,66813,77,867.7012987012987,841,923,490.1596035543416,22.139548404480646,851,0.3531581095607139,95807,77,1244.2467532467533,1122,1395,8416.609364319893,91.74208066269205,1154,-1.4092306953402682
Jordan,Estimate,9281286,74,125422.78378378379,20464,237633,4625325492.911516,68009.74557305383,No Mode,-1.1741632781903915,1401832,74,18943.675675675677,10867,45005,57999234.578304335,7615.722853301867,13312,1.0890062448527433
Jordan,Projection,18016998,77,233986.98701298703,220255,253565,97250372.46035482,9861.560346129552,No Mode,-0.7778831008531992,8744831,77,113569.23376623377,36055,199572,2513216528.8920016,50131.99107248785,No Mode,-1.283263181522947
Kazakhstan,Estimate,25939404,74,350532.4864864865,239063,459460,3563065804.1710434,59691.42152915311,No Mode,-0.8901372512619794,10603875,74,143295.6081081081,101351,190432,440632843.6388371,20991.256361610114,No Mode,-1.0028152092093094
Kazakhstan,Projection,32170427,77,417797.75324675324,383898,457564,460620874.3988395,21462.079917818763,No Mode,-0.9655578247753591,17788470,77,231019.0909090909,137905,308708,1965856445.741627,44337.97972102052,No Mode,-0.6740052751597014
Kenya,Estimate,69220585,74,935413.3108108108,284634,1508620,170481230904.87454,412893.72834286856,No Mode,-1.4436265782278133,17043514,74,230317.75675675675,143791,432378,7389442152.542761,85961.864524583,No Mode,-1.082133875079439
Kenya,Projection,117277156,77,1523079.948051948,1280613,1665419,12716325949.418262,112766.68811940103,No Mode,-0.909937865998641,62837649,77,816073.3636363636,405211,1223420,71530902484.2607,267452.61726941593,No Mode,-1.402869013679573
Kiribati,Estimate,192716,74,2604.2702702702704,1641,3477,297902.69307663874,545.8046290355541,2833,-1.1304151562751406,57565,74,777.9054054054054,629,1049,10823.81284709367,104.03755498421553,914,-1.0591116480825349
Kiribati,Projection,254811,77,3309.2337662337663,2858,3556,39839.549897470766,199.59847168119992,3363,-0.4601258227086227,137601,77,1787.025974025974,955,2569,249452.0519480518,499.4517513714932,No Mode,-1.2972591910961269
Kosovo,Estimate,3109897,74,42025.63513513513,20514,61192,124472492.07052915,11156.724074320793,No Mode,-0.7975143652391932,1096519,74,14817.824324324325,9265,21556,13793230.831729008,3713.9239130236647,No Mode,-1.5124413466662896
Kosovo,Projection,968401,77,12576.636363636364,7455,19967,16077224.023923442,4009.6413834560617,No Mode,-1.1297674279693446,1318396,77,17122.025974025975,10064,20454,11532109.551948037,3395.8959866209148,No Mode,-0.905876607722699
Kuwait,Estimate,2966956,74,40094.0,6827,61262,284255716.5205482,16859.884831176878,No Mode,-0.702324458934132,360729,74,4874.716216216216,2424,13970,4288634.671788226,2070.9018981565077,2462,6.213191250869931
Kuwait,Projection,5732231,77,74444.55844155845,48132,105331,258147141.5129872,16066.95806657213,No Mode,-1.0718765045427165,1385723,77,17996.402597402597,9029,31196,40039478.954203665,6327.675635982273,No Mode,-0.9258031174371766
Kyrgyzstan,Estimate,8828912,74,119309.62162162163,63715,172605,702391850.5945946,26502.676291170945,No Mode,-0.6508704380382624,2883104,74,38960.86486486487,33300,51349,14167575.132173302,3763.983944197066,36438,0.6212181051869168
Kyrgyzstan,Projection,11446744,77,148659.01298701297,128149,165795,107089332.59193441,10348.397585710283,No Mode,-0.6821755890195846,6409629,77,83241.93506493507,43150,121528,494411632.3773073,22235.36895077991,No Mode,-1.0997979274808025
Laos,Estimate,10789864,74,145808.97297297296,81154,193171,1243490721.2047386,35263.16380027094,No Mode,-1.1861687650487918,3848868,74,52011.72972972973,40405,58339,23163587.871158775,4812.856518862657,No Mode,-0.7003506539809923
Laos,Projection,9487139,77,123209.5974025974,86725,162644,509976005.61209726,22582.648330346405,No Mode,-1.2579697856119398,7054152,77,91612.36363636363,48068,123440,700958709.3397125,26475.62481490687,No Mode,-1.4707193991977183
Latin America and the Caribbean (UN),Estimate,782682259,74,10576787.283783784,7304860,12027805,1584263896352.6753,1258675.4531461536,No Mode,0.024470487961705256,239480631,74,3236224.743243243,2889061,5603278,262256143995.2343,512109.5039102812,No Mode,7.173845652322292
Latin America and the Caribbean (UN),Projection,543771063,77,7061961.857142857,5130844,9307645,1594152251432.7546,1262597.4225511292,No Mode,-1.2314440356060798,574129983,77,7456233.545454546,4407023,8992811,2220821243910.562,1490242.0085041765,No Mode,-1.002104077836608
Latvia,Estimate,2128549,74,28764.175675675677,14250,41179,56550420.91392069,7520.001390553109,31811,-1.3647923524693817,2167555,74,29291.283783783783,21177,41993,22350117.27452795,4727.591064646766,No Mode,-0.3962777389624379
Latvia,Projection,771951,77,10025.337662337663,6321,14017,6130966.884483934,2476.07893341144,8855,-1.4498438563744445,1693193,77,21989.51948051948,15730,27434,14754426.595010245,3841.1491242869297,No Mode,-1.2364985981659073
