Entity,Data_Type,Births_Sum,Births_Count,Births_Mean,Births_Min,Births_Max,Births_Var,Births_Std,Births_Mode,Births_Kurt,Deaths_Sum,Deaths_Count,Deaths_Mean,Deaths_Min,Deaths_Max,Deaths_Var,Deaths_Std,Deaths_Mode,Deaths_Kurt
Least developed countries,Estimate,1586157529,74,21434561.2027027,9398840,36423564,63987239657255.63,7999202.438821987,No Mode,-1.1829039524739864,540959723,74,7310266.527027027,5498965,9097169,996057374812.0066,998026.7405295344,No Mode,-0.9979659241410452
Least developed countries,Projection,3281920152,77,42622339.63636363,36869200,44575590,4480063611613.424,2116616.075629547,No Mode,0.36705808961844655,1298515337,77,16863835.545454547,7964129,29177124,43115785176014.55,6566261.126091054,No Mode,-1.192602960883032
Lebanon,Estimate,6490817,74,87713.74324324324,55544,126567,211836253.6455019,14554.595619442744,No Mode,0.44169044204227825,1792706,74,24225.756756756757,17941,75434,84381546.0770085,9185.942851825745,18878,13.776182959864983
Lebanon,Projection,6366017,77,82675.54545454546,66053,98992,109040430.56698568,10442.242602381237,No Mode,-1.2397783306328602,4795765,77,62282.66233766234,35035,88454,227954629.01606283,15098.166412384744,No Mode,-0.8950286206727198
Lesotho,Estimate,3756732,74,50766.64864864865,25260,65296,150883490.25842276,12283.46409847087,55728,-0.8562378266055721,1624975,74,21959.12162162162,12574,40446,75643635.99870421,8697.334994048706,No Mode,-0.6831548114699717
Lesotho,Projection,3704205,77,48106.55844155844,38011,55542,32844386.512987044,5731.002225875248,No Mode,-1.307831876672138,2503297,77,32510.35064935065,24081,41696,42884864.70437451,6548.653655857402,No Mode,-1.635097203185993
Less developed regions,Estimate,8289761858,74,112023808.8918919,72897420,132140030,277928711747413.88,16671194.070834095,No Mode,-0.3931008320452247,2976860174,74,40227840.18918919,36780584,54618788,10732139362282.855,3275994.4081580564,No Mode,4.842620021742134
Less developed regions,Projection,8855513784,77,115006672.51948053,99702100,123880920,56764237809141.93,7534204.523978755,No Mode,-0.9833403535862457,6495451052,77,84356507.16883117,48829176,108827680,371959186509713.8,19286243.452515937,No Mode,-1.2102451052967234
"Less developed regions, excluding China",Estimate,6661339982,74,90018107.86486487,50174310,112830824,390315898183635.75,19756414.102352574,No Mode,-1.0818490901067275,2264437532,74,30600507.18918919,25861180,43615164,10635905400731.514,3261273.585691871,No Mode,2.339909660043713
"Less developed regions, excluding China",Projection,8393288172,77,109003742.49350649,96537020,115069320,31838217302599.242,5642536.4245700035,No Mode,-0.7191723318720276,5233107684,77,67962437.45454545,36886704,94928140,340223311399533.44,18445143.30113847,No Mode,-1.3378471769287241
"Less developed regions, excluding least developed countries",Estimate,6703604264,74,90589246.8108108,63498584,105800860,108396984867053.6,10411387.269094046,No Mode,0.2674350932628089,2435900336,74,32917572.108108107,29578624,46132556,9924846483096.104,3150372.4356171135,No Mode,3.9351074558721497
"Less developed regions, excluding least developed countries",Projection,5573593624,77,72384332.77922077,57893064,84132240,74118474999019.2,8609208.73245731,No Mode,-1.3460286836470257,5196935536,77,67492669.2987013,40865044,80577704,173047366304631.38,13154746.911462469,No Mode,-0.9476540136679628
Liberia,Estimate,7613843,74,102889.77027027027,40283,170065,1626394489.0286922,40328.581540003266,No Mode,-1.2167495368241275,2858533,74,38628.82432432433,22729,64901,56592471.59885232,7522.796793670046,No Mode,1.186088309294759
Liberia,Projection,14406440,77,187096.62337662338,171626,193790,45420595.55365681,6739.480362287349,No Mode,-0.7619360508457618,7009976,77,91038.64935064936,44991,148234,1083369554.7043753,32914.579667745646,No Mode,-1.2841157210404925
Libya,Estimate,8465505,74,114398.71621621621,55562,157980,805269953.1923356,28377.27881937124,No Mode,-0.6833314251809983,2160645,74,29197.905405405407,20278,48610,48340144.16901146,6952.70768614728,No Mode,-0.8752848325894669
Libya,Projection,8322578,77,108085.42857142857,90170,123342,113126558.69548835,10636.096967190942,104763,-1.2556208741072437,6312133,77,81975.75324675324,37074,116712,611771188.0041018,24734.008732999624,No Mode,-1.2074318510025672
Liechtenstein,Estimate,26852,74,362.86486486486484,294,428,1091.7349129951876,33.041412091422295,367,-0.15464742381272778,13156,74,177.78378378378378,120,316,2348.637541651239,48.46274385186253,135,0.14553956929536094
Liechtenstein,Projection,28508,77,370.23376623376623,361,378,14.892002734108097,3.8590157727208236,371,-0.1087981451389437,35537,77,461.5194805194805,306,530,3019.016062884485,54.94557364232796,454,0.9890330436257502
Lithuania,Estimate,3381946,74,45701.97297297297,21434,63005,161918270.95816356,12724.711036332556,No Mode,-1.4229358946019877,2599508,74,35128.48648648649,21432,46698,60859683.12995188,7801.261637065628,No Mode,-1.3230989994446474
Lithuania,Projection,1039780,77,13503.636363636364,7407,22186,18706331.05023922,4325.081623534892,No Mode,-1.1493343868635715,2550590,77,33124.545454545456,22315,40206,26442413.56698566,5142.218739706203,No Mode,-0.8662708337443368
Low-income countries,Estimate,991055133,74,13392636.932432432,5245287,25286088,36449407058239.695,6037334.43319481,No Mode,-1.138407924537106,329788057,74,4456595.364864865,3082876,5874514,685584142672.2628,828000.0861547436,No Mode,-1.4380451000191226
Low-income countries,Projection,2352640248,77,30553769.454545453,25724298,32145966,2926855420933.761,1710805.4889243725,No Mode,0.5734030111689372,884631508,77,11488720.883116882,5294000,20446878,21745085660550.055,4663162.624287304,No Mode,-1.1394288997431523
Lower-middle-income countries,Estimate,4129707542,74,55806858.675675675,31290254,69278110,149603307758199.1,12231243.099464547,No Mode,-1.1305519130266777,1457689559,74,19698507.554054055,16572381,27329482,3237474276504.835,1799298.2733568202,No Mode,3.313336270788056
Lower-middle-income countries,Projection,4752179520,77,61716617.14285714,52920620,67067984,20000813606623.316,4472226.918060321,No Mode,-1.1250202956621524,3154932378,77,40973147.766233765,22530700,56119684,118605818566439.19,10890629.851686228,No Mode,-1.3700095651076658
Luxembourg,Estimate,374492,74,5060.7027027027025,3778,6946,542389.1706775257,736.4707534434248,4899,-0.35024386715503875,296715,74,4009.662162162162,3548,4718,75574.58293224736,274.9083173209704,3686,-0.06672345066378105
Luxembourg,Projection,507311,77,6588.454545454545,6044,6948,58958.38277511975,242.81347321579943,6459,-0.8214429083974499,626041,77,8130.402597402597,4957,9800,2551903.533151054,1597.4678504279996,9230,-0.8906658511308363
Macao,Estimate,386373,74,5221.256756756757,779,9360,3990597.5359126255,1997.6480010033363,No Mode,-0.40600726823328825,147322,74,1990.837837837838,1242,4062,238680.21991854886,488.5490967329168,1702,3.902288475008586
Macao,Projection,202252,77,2626.6493506493507,1515,4600,666051.9412166781,816.1200531886703,2049,-0.4726437893683677,608980,77,7908.831168831169,3424,10407,4368909.7737525655,2090.193716800566,No Mode,-0.6092574147855632
Madagascar,Estimate,39190154,74,529596.6756756756,196927,1001244,62004918520.90707,249007.8683915572,No Mode,-1.2346302009023393,11315181,74,152907.85135135136,96831,235760,1322293942.758423,36363.35989369551,No Mode,-0.596019851243617
Madagascar,Projection,93055620,77,1208514.5454545454,1013751,1272742,5587057800.224895,74746.62400553549,No Mode,0.23019098775381064,38417214,77,498924.85714285716,238827,834284,34445374018.41355,185594.6497569732,No Mode,-1.2770919289248637
Malawi,Estimate,29530632,74,399062.5945945946,145952,662289,28112331959.94297,167667.3252602992,No Mode,-1.4981037723014798,11031268,74,149071.1891891892,95416,221301,1468426212.9226213,38320.04975104575,No Mode,-1.0811490990812085
Malawi,Projection,60835400,77,790070.1298701299,674407,825586,1352457237.2986972,36775.76970368801,824833,1.4034745987679749,22855942,77,296830.4155844156,114589,547326,19207790984.06186,138592.17504629135,No Mode,-1.277733288956884
Malaysia,Estimate,31269090,74,422555.2702702703,272659,543569,6147665886.227322,78407.05252862985,No Mode,-1.3217939252479634,7575167,74,102367.12162162163,71430,212600,1069869707.5603487,32708.862828908448,No Mode,1.473437778533317
Malaysia,Projection,32613736,77,423555.012987013,378194,467853,766325393.8024623,27682.58286003064,No Mode,-1.0605623443640595,32145015,77,417467.7272727273,187479,564697,16469317312.911493,128332.83801471662,No Mode,-1.366556140938402
Maldives,Estimate,474798,74,6416.189189189189,3021,9340,2645945.2239911137,1626.6361682905965,No Mode,-0.537844139422945,135137,74,1826.1756756756756,1123,2581,262546.66734542785,512.3930789398192,1187,-1.5365261737069356
Maldives,Projection,366080,77,4754.285714285715,4221,5588,122363.49624060185,349.804940274722,4221,-0.6475314069196854,405827,77,5270.480519480519,1245,9362,7778552.437115517,2789.0056359060154,No Mode,-1.4523364453330208
Mali,Estimate,35894059,74,485054.85135135136,244036,951445,45387941016.347435,213044.45784001853,No Mode,-0.7056098590584794,13975226,74,188854.4054054054,170856,207688,69094410.98408037,8312.304793742851,No Mode,-0.5875929194504441
Mali,Projection,95460506,77,1239746.831168831,967695,1324515,7592581889.536926,87135.42270246313,No Mode,1.6832227639114734,32585171,77,423184.038961039,208324,776537,29616001705.116898,172093.00306844813,No Mode,-0.9488413741458857
Malta,Estimate,425250,74,5746.621621621622,3911,9474,2696431.279526099,1642.0813863892677,4213,-0.15740801071032706,233539,74,3155.9324324324325,2723,4110,85060.42002961852,291.6511958309421,3034,2.22159736733069
Malta,Projection,233374,77,3030.8311688311687,2237,4231,282821.3790157212,531.8095326484109,2589,-0.5105228631574446,486732,77,6321.194805194805,4106,7717,920143.2904989733,959.240997090394,No Mode,-0.5433597541722737
Marshall Islands,Estimate,99503,74,1344.6351351351352,605,1941,235048.89244724167,484.81841182781176,1934,-1.5215636774009758,21716,74,293.4594594594595,228,347,1719.2380599777864,41.46369568644101,232,-1.470164055993835
Marshall Islands,Projection,32346,77,420.0779220779221,263,754,19386.65174299387,139.23595707644583,370,-0.8857974779307103,19575,77,254.2207792207792,196,322,1042.621667805878,32.28965264300435,270,-0.12733233142627176
Martinique,Estimate,510608,74,6900.108108108108,3728,10844,5201744.6456867745,2280.733356989978,No Mode,-1.1183625501634382,208802,74,2821.6486486486488,2149,5227,272000.2858200667,521.5364664336203,2738,5.178417096732307
Martinique,Projection,186291,77,2419.3636363636365,1802,3558,176877.55023923411,420.5681279403304,2239,-0.5514154789246826,282436,77,3668.0,2539,4839,706020.3421052642,840.2501663821699,2539,-1.5441857867976958
Mauritania,Estimate,6256572,74,84548.27027027027,28308,172885,1799594065.0218441,42421.62261184553,No Mode,-0.8160329263384396,1560850,74,21092.567567567567,15229,29782,15842569.646056991,3980.2725592673914,No Mode,-0.7039377154099054
Mauritania,Projection,17880806,77,232218.25974025973,175914,251170,482595004.9842804,21968.045087906215,No Mode,0.002690101137521772,4900874,77,63647.71428571428,27985,124825,863974635.417293,29393.445449917792,No Mode,-0.9525086185236757
Mauritius,Estimate,1512551,74,20439.87837837838,11804,28052,18190592.79322473,4265.04311739339,No Mode,-0.6529137149379922,573531,74,7750.418918918919,6197,12670,2016942.9042947097,1420.191150618363,6565,2.0889052859119794
Mauritius,Projection,523238,77,6795.298701298701,3719,11600,5679795.633287765,2383.2321819931362,No Mode,-0.9551695921903249,1122205,77,14574.09090909091,11338,15969,2045624.531100481,1430.253310116946,15969,-0.6456265410310058
Mayotte,Estimate,316501,74,4277.040540540541,1044,11186,9189567.792854497,3031.4299914156845,5812,-0.7708142704338217,30462,74,411.64864864864865,258,1043,28868.9707515735,169.90871299487117,259,3.156508419702812
Mayotte,Projection,1302158,77,16911.14285714286,11270,20011,7973965.966165414,2823.821163984259,19816,-0.9209132942855014,247000,77,3207.7922077922076,873,7402,3341901.0878332197,1828.0867287503675,No Mode,-0.7358415676607644
Mexico,Estimate,160827085,74,2173338.9864864866,1358501,2478574,99229517823.35585,315007.17106655816,No Mode,0.5245769005901137,42081263,74,568665.7162162162,461670,1150760,15795298614.918373,125679.34840266468,No Mode,8.318189755768348
Mexico,Projection,116844245,77,1517457.7272727273,1098210,2023623,77318781781.30617,278062.5501237198,No Mode,-1.2074729822398167,110338520,77,1432967.7922077922,813823,1811870,108110369088.21936,328801.4128440134,No Mode,-1.2155703719241913
Micronesia (country),Estimate,205076,74,2771.2972972972975,1464,3602,426007.1706775266,652.6922480599311,2788,-0.9559752147471134,50351,74,680.418918918919,561,888,11505.0960755276,107.26181089058491,562,-1.5002187166340764
Micronesia (country),Projection,148584,77,1929.6623376623377,1408,2526,119314.20027341064,345.4188765447115,No Mode,-1.1676909116939338,96748,77,1256.4675324675325,870,1608,56410.6995898838,237.50936737291815,1089,-1.4231121008637868
Moldova,Estimate,5157080,74,69690.27027027027,32056,101892,357990127.9533507,18920.62704968709,No Mode,-1.1244926145703817,3142767,74,42469.82432432433,34234,52770,29840907.215290613,5462.683151647239,No Mode,-0.9296031343203679
Moldova,Projection,1613912,77,20959.896103896102,12589,32140,34757754.357484646,5895.570740605582,18313,-1.3923358742517815,2605327,77,33835.41558441558,24049,42905,47784341.95659608,6912.621930685641,No Mode,-1.4567797130561762
Monaco,Estimate,27889,74,376.8783783783784,335,422,394.4644576082944,19.861129313518262,397,-0.7236175410591033,32137,74,434.2837837837838,284,937,25159.49370603479,158.61744451993542,356,2.652326455323959
Monaco,Projection,33706,77,437.7402597402597,369,504,1963.1684894053285,44.30765723219101,444,-1.251052609929951,33684,77,437.45454545454544,329,772,12696.98803827751,112.68091248422472,332,0.5053531696415305
Mongolia,Estimate,4274955,74,57769.66216216216,31712,78749,174462255.92539826,13208.416102069099,No Mode,-0.9487676822036852,1542666,74,20846.837837837837,17270,24665,4603693.233617174,2145.62187573141,No Mode,-1.2834556470669338
Mongolia,Projection,4923065,77,63935.90909090909,58468,72378,15172203.162679419,3895.1512374591334,No Mode,-0.34036528979109315,2873794,77,37322.0,20638,54014,81936198.4736843,9051.861602658555,No Mode,-0.9895840940164455
Montenegro,Estimate,769109,74,10393.364864864865,6981,14948,4824649.9883376565,2196.508590544926,No Mode,-0.8188910552637374,385100,74,5204.054054054054,3787,9135,1206454.4353942974,1098.3871973918383,No Mode,0.8198868953645411
Montenegro,Projection,336202,77,4366.25974025974,2460,7058,1746995.4316472972,1321.7395475839016,No Mode,-1.1427619336969792,517073,77,6715.233766233766,5210,7561,606942.6814764192,779.0652613718694,7282,-1.005052619032103
Montserrat,Estimate,14970,74,202.2972972972973,39,455,19577.335061088514,139.91903037502982,46,-1.2630707737030498,8848,74,119.56756756756756,45,266,3442.4131803035907,58.67208177918686,51,-0.21634401349011068
Montserrat,Projection,2251,77,29.233766233766232,21,38,27.734107997265962,5.2663182582584165,26,-1.437387514408441,3557,77,46.1948051948052,35,58,42.26418318523571,6.501090922701797,52,-1.101606488087933
More developed regions,Estimate,1146420078,74,15492163.216216216,11466713,19020788,4801271601536.826,2191180.4128224645,No Mode,-1.2069859478459264,803790088,74,10862028.216216216,8280002,15109324,2885324355046.7954,1698624.2536378654,No Mode,-0.8484883429384262
More developed regions,Projection,843953911,77,10960440.402597403,10306171,11866216,225393596253.55737,474756.3546215652,No Mode,-0.9438300518769092,1157352935,77,15030557.597402597,13560338,16044184,633469009493.1925,795907.6639241467,No Mode,-1.445711635609014
Morocco,Estimate,49149579,74,664183.5,435623,788048,6002519582.938351,77475.92905501909,No Mode,1.1072696056382756,16124323,74,217896.25675675675,182973,267142,759045149.6729004,27550.774030377084,No Mode,-1.635308019143634
Morocco,Projection,36764756,77,477464.36363636365,333713,624620,7836301931.234436,88522.88930685914,No Mode,-1.3097976015966382,31304642,77,406553.7922077922,218053,505463,8318382498.798363,91205.16706195084,No Mode,-0.9823869758253916
Mozambique,Estimate,48293947,74,652620.9054054054,278306,1260855,84237176570.77176,290236.41496333946,No Mode,-0.8797362179421073,17201419,74,232451.6081081081,156831,315654,2500296929.775824,50002.96920959619,No Mode,-1.3592185195112372
Mozambique,Projection,118493788,77,1538880.3636363635,1282336,1625565,6865140660.576544,82856.14437431024,No Mode,1.2648535100301288,41480755,77,538711.1038961039,239249,1005402,56672276108.48904,238059.3961776956,No Mode,-1.111673797754317
Myanmar,Estimate,73907868,74,998754.972972973,812125,1166517,7621813825.560911,87303.00009484732,No Mode,-0.8580477002206885,33430349,74,451761.47297297296,420548,594207,659726105.1567932,25685.13393301256,No Mode,12.60594098345872
Myanmar,Projection,51669939,77,671038.1688311688,486250,897269,14259167494.931606,119411.75610019143,No Mode,-1.1579272328943466,53050095,77,688962.2727272727,500074,756599,5709935440.306224,75564.11476558316,No Mode,0.14121493297954402
Namibia,Estimate,3473791,74,46943.12162162162,21085,76715,309756506.24527943,17599.900745324656,No Mode,-1.2359141657747446,1142122,74,15434.081081081082,10348,25790,31035982.842650857,5570.994780346761,No Mode,-1.4341429611132095
Namibia,Projection,6231630,77,80930.25974025975,71230,86572,17963435.826384265,4238.329367378645,No Mode,-0.4456753590479017,3264058,77,42390.36363636364,18716,66180,223914812.94497606,14963.783376705775,No Mode,-1.3694868304471397
Nauru,Estimate,17610,74,237.97297297297297,101,375,8798.985560903373,93.80290806208181,124,-1.5044303151311476,5040,74,68.10810810810811,35,104,382.75527582376867,19.564132381063278,36,-0.8345534665764709
Nauru,Projection,23685,77,307.5974025974026,282,332,206.74367737525657,14.378583983663223,313,-1.0724973542618117,12708,77,165.03896103896105,82,241,2053.95898838004,45.32062431586794,110,-1.131910505377368
Nepal,Estimate,44814407,74,605600.0945945946,390784,819693,13610585139.26492,116664.41247983431,No Mode,-0.877764692418761,17226022,74,232784.0810810811,187100,267847,794956675.8289531,28194.976074275237,No Mode,-1.517467186691071
Nepal,Projection,30498121,77,396079.4935064935,277714,562232,6282919698.963771,79264.87052259513,No Mode,-1.0202099889695697,25223642,77,327579.7662337662,206740,449651,7756653345.076209,88071.86466219623,No Mode,-1.5391673739679534
Netherlands,Estimate,14888643,74,201197.87837837837,167842,250319,686141021.0671983,26194.29367376029,No Mode,-1.1901885529469127,8946703,74,120901.3918918919,75826,170891,590699260.3511657,24304.30538713595,No Mode,-0.6828777725233883
Netherlands,Projection,12516121,77,162547.02597402598,148453,181381,98851955.34142134,9942.432063706612,164015,-0.9580008620245044,16187390,77,210225.84415584416,166781,226806,216285977.7122351,14706.664397892375,No Mode,1.4906896304037058
New Caledonia,Estimate,291739,74,3942.4189189189187,2239,4730,507862.8221029248,712.6449481354125,4425,0.11102530080593587,91730,74,1239.5945945945946,999,2104,63395.69640873742,251.78502022308123,1054,2.0718241335565506
New Caledonia,Projection,275170,77,3573.6363636363635,3041,4106,91769.9976076557,302.93563277973044,3924,-1.2372245473278585,252874,77,3284.0779220779223,1828,3957,477964.7833219408,691.3499716655384,3832,-0.7931207883455085
New Zealand,Estimate,4267618,74,57670.51351351351,49102,65034,16686192.445020359,4084.8736143264405,58574,-0.6288727112006836,1950512,74,26358.27027027027,18049,41114,20912608.336912256,4573.030541873984,No Mode,0.7949168413328978
New Zealand,Projection,4170001,77,54155.857142857145,50336,59121,5695477.255639091,2386.519904723003,No Mode,-1.2007467559887783,4489662,77,58307.2987012987,38623,66738,65764227.317498334,8109.514616640033,No Mode,-0.0038786871839580073
Nicaragua,Estimate,9314233,74,125868.01351351352,72046,152690,607116285.3559788,24639.729814995513,No Mode,-0.5235341781563312,2433087,74,32879.55405405405,27719,44646,14247736.44224364,3774.6173901792536,No Mode,2.2094388671151637
Nicaragua,Projection,8083179,77,104976.35064935064,78143,132383,276014032.4938482,16613.67004890395,No Mode,-1.2970825115137237,5717776,77,74256.83116883117,32062,107535,655379768.6421741,25600.386103380828,No Mode,-1.4530523883991433
Niger,Estimate,36427075,74,492257.7702702703,152302,1095892,79005255633.24786,281078.73564759013,No Mode,-0.885425342060076,12137289,74,164017.4189189189,72121,233990,2265043460.9864836,47592.47273452477,No Mode,-1.0836055853194195
Niger,Projection,103178805,77,1339984.4805194805,1119695,1418746,5423946235.173929,73647.4455441187,No Mode,0.7562508967953052,36677789,77,476334.9220779221,235704,900174,41842168278.28336,204553.5829025817,No Mode,-0.9172829496814972
Nigeria,Estimate,324083416,74,4379505.621621622,1706938,7509758,3909547613457.661,1977257.599165486,No Mode,-1.355833302883815,132868812,74,1795524.4864864864,1025757,2693279,298638093273.4857,546477.8982479399,No Mode,-1.4227771221948866
Nigeria,Projection,589708935,77,7658557.597402598,6624188,8232118,230853429299.05957,480472.09003131447,No Mode,-0.8273118106875765,346625035,77,4501623.831168831,2708533,6572323,1427928729993.7727,1194959.7189837708,No Mode,-1.2282044282550408
Niue,Estimate,8045,74,108.71621621621621,25,234,6575.548500555351,81.08975582991572,25,-1.469652997308014,2174,74,29.37837837837838,15,58,183.6356904850055,13.5512246857989,18,-0.631040409364096
Niue,Projection,2193,77,28.48051948051948,25,33,5.831852358168143,2.414922847249606,27,-0.7435519201927248,1454,77,18.883116883116884,11,27,14.630895420369091,3.8250353489045157,20,-0.523341000136357
North Korea,Estimate,29443066,74,397879.2702702703,242897,548664,4254435845.104039,65226.036558295025,No Mode,0.10568249741099045,13598347,74,183761.44594594595,111113,816319,10918262626.250467,104490.49060201827,No Mode,20.38747959094915
North Korea,Projection,17747299,77,230484.4025974026,157663,340728,2254058383.506837,47476.92474778497,No Mode,-0.7058694965969821,24545340,77,318770.6493506493,261227,358759,708589320.6517447,26619.341101006703,No Mode,-0.8671834310537387
North Macedonia,Estimate,2602258,74,35165.64864864865,16878,47421,76489042.99814895,8745.801449732835,No Mode,-1.2144729645545467,1259776,74,17024.0,12919,27375,10340172.821917815,3215.6139105803445,16302,0.7678955042703386
North Macedonia,Projection,803307,77,10432.558441558442,5748,16587,10940081.039302813,3307.5793322765235,No Mode,-1.3187060988172337,1551901,77,20154.55844155844,15172,22973,5818597.4866712,2412.1769186092465,22949,-0.7578110691358795
Northern America (UN),Estimate,316154602,74,4272359.486486486,3636824,4840684,76221708492.71915,276082.7928225864,No Mode,0.14729109945903263,175815152,74,2375880.4324324327,1602725,3805244,251287519802.85156,501285.86635058,No Mode,0.23064923743955923
Northern America (UN),Projection,325412464,77,4226135.896103896,4016831,4366572,8139547680.015318,90219.44180726967,No Mode,-0.6337187472193215,353496645,77,4590865.51948052,3369583,5156662,218476915550.069,467415.14261956577,No Mode,0.5073891941817568
Northern Mariana Islands,Estimate,60139,74,812.6891891891892,294,1619,193823.03905960752,440.25338052036295,314,-1.3413379153089389,9265,74,125.20270270270271,59,203,2485.807663828213,49.85787464210858,65,-1.723532978776134
Northern Mariana Islands,Projection,34309,77,445.57142857142856,366,566,3359.8007518797035,57.96378828095782,366,-0.5892168355004341,33178,77,430.8831168831169,211,575,9093.551948051943,95.36011717721378,369,-0.465755285412794
Norway,Estimate,4346168,74,58732.0,49934,67716,21805729.561643858,4669.660540300961,No Mode,-0.7012562624124232,2937472,74,39695.56756756757,27605,46593,25436745.28989266,5043.485430720769,41358,0.04768865255248711
Norway,Projection,3782128,77,49118.545454545456,44291,53811,9458664.566985643,3075.4941988216533,No Mode,-1.316276454285368,4797133,77,62300.42857142857,43097,68870,56230949.74812031,7498.729875660298,No Mode,0.3668567692032685
Oceania (UN),Estimate,39507835,74,533889.6621621621,348986,701837,10592885735.980186,102921.74569050112,No Mode,-1.03449697803017,15125077,74,204392.93243243243,146516,339211,2043007184.639207,45199.63699676367,No Mode,0.20507156530321513
Oceania (UN),Projection,56338869,77,731673.6233766234,689091,752911,433632980.50102615,20823.856043034542,No Mode,-0.414302212147847,42962943,77,557960.2987012987,311943,721008,15492431533.685946,124468.59657634911,No Mode,-1.0241817529726336
Oman,Estimate,3842023,74,51919.22972972973,23743,91449,390119940.3985562,19751.454133773448,No Mode,-0.8678922126755992,799895,74,10809.391891891892,6715,16262,11046994.81691966,3323.7019747443755,No Mode,-1.2385097232195408
Oman,Projection,8421296,77,109367.48051948052,88114,132347,192163415.77922073,13862.30196537432,No Mode,-1.1707179247363246,2227555,77,28929.285714285714,10052,56990,235728755.23308268,15353.460692400351,No Mode,-1.4538677489454301
Pakistan,Estimate,321363591,74,4342751.22972973,1645719,6882058,3238403299998.7812,1799556.4175648345,No Mode,-1.5264916301204083,88390315,74,1194463.7162162163,856425,1731350,73400603357.54855,270925.45719726774,No Mode,-1.4476065774367317
Pakistan,Projection,555498907,77,7214271.51948052,6456828,7560140,106805249510.0951,326810.7242886853,No Mode,-0.7020663494504769,248001761,77,3220802.090909091,1619470,5140263,1253960023958.0317,1119803.564897894,No Mode,-1.3147577799568186
Palau,Estimate,23958,74,323.7567567567568,193,433,4958.953720844133,70.41983897201223,276,-1.1439705851500215,11563,74,156.25675675675674,117,202,580.5770085153645,24.095165666900165,141,-0.8113729639395038
Palau,Projection,11166,77,145.01298701298703,107,189,697.2761449077267,26.405986914102012,181,-1.3472282401357194,16862,77,218.98701298701297,167,269,1107.302460697198,33.276154535901505,175,-1.3901749884312107
Palestine,Estimate,6871021,74,92851.63513513513,45680,149516,1339662223.6595695,36601.3964714404,No Mode,-1.5618560467069018,1106824,74,14957.081081081082,10766,38938,17012431.390596084,4124.612877664531,No Mode,14.396915588355665
Palestine,Projection,10944387,77,142134.8961038961,119389,158210,128081354.19958955,11317.303309516343,No Mode,-0.8064719843737742,3965283,77,51497.181818181816,16411,103217,716419562.1507176,26766.015059226087,No Mode,-1.1862618925545005
Panama,Estimate,4589319,74,62017.82432432433,34787,78563,149338009.2974827,12220.393172786327,No Mode,-0.5668431730981842,1005607,74,13589.283783783783,10330,25184,12574314.397815617,3546.0279747649506,No Mode,1.392355986585105
Panama,Projection,4868051,77,63221.44155844156,52913,71650,38083347.88140799,6171.170705904025,No Mode,-1.324043993212005,3675990,77,47740.12987012987,22184,66947,208201463.2723855,14429.187893723802,No Mode,-1.2957083681534416
Papua New Guinea,Estimate,11458759,74,154848.0945945946,70878,256716,3713362941.840247,60937.36900983047,No Mode,-1.2688853183689663,3016982,74,40770.02702702703,29185,72381,152419696.05405405,12345.837195348644,No Mode,-0.26609986247277106
Papua New Guinea,Projection,19761051,77,256637.02597402598,229406,269520,121516403.97300136,11023.447916736459,No Mode,-0.19359874780962372,11644713,77,151230.03896103895,69314,218966,2250873797.011619,47443.37463768381,No Mode,-1.3171607762160942
Paraguay,Estimate,8424728,74,113847.67567567568,66919,142105,682902795.1262492,26132.408904007476,No Mode,-1.4796028552516451,1951747,74,26374.95945945946,17577,59623,43520104.50518324,6596.976921680357,No Mode,8.13976857028558
Paraguay,Projection,8785900,77,114102.5974025974,89950,136695,184130990.0331508,13569.487463907795,No Mode,-1.246278028369708,5941476,77,77162.02597402598,39475,103741,454972791.8940535,21330.091230326547,No Mode,-1.3662589778269882
Peru,Estimate,42541013,74,574878.5540540541,368545,685187,6764007022.8258095,82243.58347510041,No Mode,-0.0442585585773414,13343911,74,180323.12162162163,149770,308253,568962552.9028139,23852.935938848575,No Mode,11.692283076639958
Peru,Projection,32805149,77,426040.8961038961,327342,538952,3955316458.4890633,62891.30670044202,No Mode,-1.1858195435997159,28476968,77,369830.75324675324,191442,493282,10397249968.477787,101966.90624157323,No Mode,-1.393112831825837
Philippines,Estimate,138356709,74,1869685.2567567567,903377,2559111,232109439134.05655,481777.3750748955,No Mode,-1.1031809978690315,30777320,74,415909.7297297297,276698,903858,16843325636.69308,129781.83862425853,No Mode,1.765178603023966
Philippines,Projection,114399955,77,1485713.7012987013,1040837,1910912,85971022693.21216,293208.15591182344,No Mode,-1.353692487416642,108015532,77,1402799.1168831168,735576,1775774,112156150529.44662,334897.2238306054,No Mode,-1.124263526139298
Poland,Estimate,39823183,74,538151.1216216217,310232,780998,21715585011.478195,147362.0881077565,No Mode,-1.3599536622067583,25030798,74,338254.02702702704,229782,502538,3958533053.560904,62916.87415599176,No Mode,-0.712443285334361
Poland,Projection,15281699,77,198463.62337662338,123614,309612,2632413417.290493,51307.050366304364,No Mode,-1.2282290450757478,33926179,77,440599.7272727273,323697,487726,2543337829.59569,50431.516233360366,No Mode,0.048976550356143456
Portugal,Estimate,10701350,74,144612.83783783784,77859,218147,2257898972.9322476,47517.35443953343,No Mode,-1.5184062974411705,7399222,74,99989.48648648648,87500,125515,55689195.48611637,7462.519379279117,No Mode,2.192885612073908
